Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-04   1.000000E-02          1.000000E+01          2500               1.000000E+00

  Body         Mass           x           y           z          vx          vy          vz
   124         1.9332E-04 -7.8450E-01 -6.0955E-01  8.2569E-01 -6.0694E-02  9.1007E-01  2.9867E-01
   125         2.6303E-04 -9.8867E-01  6.0153E-01 -1.4014E-01  2.3338E-01 -7.1135E-01 -7.9729E-01
   126         3.2162E-04 -4.9069E-01 -3.6777E-01 -9.5478E-01  6.5756E-01  8.2221E-01  5.1403E-01
   127         4.4900E-04  2.7396E-02  3.6417E-02  1.4685E-01 -1.6979E-01 -9.3786E-02  1.2386E-01
   128         4.3944E-04 -3.6172E-01  2.2997E-01 -2.3868E-01  3.8278E-01 -1.2205E-01 -1.6134E-01
   129         2.3046E-04  6.3935E-02 -6.2503E-01 -3.3800E-01  9.7838E-01 -7.8769E-01 -5.8620E-02
   130         5.0980E-04  3.4838E-01 -2.4980E-01 -7.2590E-01 -1.0880E-01  2.6491E-01 -8.6305E-01
   131         6.6020E-04 -6.8190E-01  2.1988E-01  3.8810E-01  3.9724E-01 -4.1793E-01  5.5387E-01
   132         5.3001E-04  6.9386E-01 -3.4433E-01 -2.9725E-01  3.4100E-01  7.8247E-01  9.1400E-01
   133         7.4775E-04  3.8092E-01 -5.2694E-01  6.8505E-02 -7.7360E-01  9.9490E-01  1.3743E-01
   134         2.0211E-04 -2.1934E-01 -9.4131E-01 -1.3970E-01 -8.5855E-01  6.5340E-01 -9.6911E-01
   135         3.9315E-04  7.6314E-01 -4.8998E-01 -3.5476E-01 -9.1148E-01 -4.3372E-01 -7.4620E-01
   136         4.3859E-04 -4.2993E-01  2.7042E-01 -6.4665E-02  8.8016E-01  1.6090E-01  5.4915E-01
   137         2.8805E-05  4.0044E-01 -5.5354E-01 -9.2554E-01  8.5176E-01 -8.7769E-01  2.9128E-01
   138         4.1916E-04 -9.7208E-01 -8.7527E-01  8.7297E-01  3.2129E-01 -6.5569E-01  3.5313E-01
   139         7.5629E-05 -9.8801E-01  4.5806E-01  1.8412E-01 -2.5910E-01 -6.1037E-01  1.8129E-03
   140         1.1027E-04  7.6969E-01 -4.1428E-01 -6.9374E-01  7.6550E-01 -9.3742E-02  4.1361E-01
   141         2.1905E-05 -3.1648E-01 -2.9668E-01 -3.4898E-01 -6.9444E-01 -2.7340E-01 -9.7068E-01
   142         5.8376E-04  5.0210E-01  7.7328E-02 -6.1053E-01  7.8330E-01  9.3966E-01 -5.2976E-01
   143         5.1500E-04  6.6991E-01 -7.5721E-01 -4.6395E-01 -4.8334E-01  7.9250E-02 -5.8610E-01
   144         6.0570E-04  3.6769E-01  1.0385E-01 -7.5439E-01  2.8488E-02 -7.4729E-02  9.6355E-01
   145         7.1556E-04 -7.8024E-01 -9.6403E-01  6.0229E-01  4.8715E-01 -4.4457E-01  6.6300E-01
   146         5.7714E-04 -6.8210E-01  1.5298E-01 -7.8612E-01 -9.8365E-01 -9.6793E-01  6.7559E-01
   147         7.2069E-04  2.1871E-01 -4.5846E-01 -1.2535E-01  9.1681E-01  6.0430E-01 -4.7632E-01
   148         5.5889E-04 -2.7107E-01 -3.7710E-01 -5.7525E-01 -6.7203E-02  8.1628E-01  5.8009E-01
   149         4.5955E-04  4.3055E-01 -2.4590E-01 -2.5890E-01 -1.7260E-01  8.0441E-01  4.8405E-01
   150         3.7328E-05 -4.5621E-01 -8.6573E-01 -7.4957E-01  1.4963E-01  1.6762E-01 -6.5658E-01
   151         1.7818E-04 -6.1271E-01 -3.4478E-01  1.2532E-01 -4.9567E-01  3.8634E-01  6.5979E-01
   152         1.3531E-04 -3.1888E-02  1.5114E-01 -3.0290E-01 -5.6795E-01  3.9508E-01  4.8802E-01
   153         4.5109E-04 -3.4472E-01 -4.0142E-01 -4.8789E-01  1.7637E-01  1.2126E-01 -4.0400E-01
   154         2.4899E-04 -1.3623E-01 -9.7633E-01 -2.0862E-01 -1.7059E-01 -5.3618E-01  3.2893E-02
   155         7.6881E-04 -8.2523E-01  3.4281E-01 -5.1084E-01  2.8433E-01  4.1855E-01  5.6501E-01
   156         5.8175E-04  1.8270E-01 -1.6160E-03  1.5995E-01 -8.5870E-02 -4.0083E-01  2.1685E-01
   157         5.3254E-04 -6.6307E-01 -7.6233E-01 -1.1169E-01  2.2953E-01 -2.4529E-01 -3.0962E-01
   158         6.1057E-04 -8.2378E-01 -2.7121E-01  1.9600E-01 -1.0622E-01 -4.9685E-01  9.1914E-01
   159         4.8259E-04 -7.5093E-01  6.6117E-02  1.1910E-02  9.0231E-01 -4.6632E-01 -6.2551E-01
   160         5.4130E-04 -7.1578E-01  7.6252E-01 -1.9636E-01  8.1147E-01  8.7019E-01  5.7252E-01
   161         3.1520E-04  9.2207E-02 -9.7666E-01  1.6226E-01 -1.5983E-01 -1.7020E-01 -2.8267E-01
   162         7.3817E-04 -8.3947E-01  3.1047E-01 -5.6213E-01 -6.5956E-01 -1.8651E-01  2.4592E-01
   163         1.7275E-04 -5.8373E-01  8.3679E-01 -6.4852E-01  1.1210E-01 -9.7164E-01 -1.3921E-02
   164         2.5099E-04  2.1374E-01  4.9367E-01 -7.1589E-01  1.2721E-01 -2.9957E-01 -8.8590E-01
   165         4.2883E-04 -7.8067E-01 -8.2424E-01  2.3011E-01  9.9554E-01  9.8781E-01  4.8478E-01
   166         3.1686E-04 -9.9480E-02  1.6185E-02 -3.2029E-02  8.0102E-02 -8.3826E-01  3.1511E-01
   167         1.4769E-04 -9.2268E-01 -5.3444E-01  3.4800E-01 -1.7220E-01  2.3584E-02  6.0700E-01
   168         5.6119E-04 -6.3460E-01 -6.0238E-01  4.6974E-02 -4.2284E-01  6.7236E-01 -7.9712E-01
   169         2.4023E-04  6.9085E-01  6.2974E-02 -9.9823E-01 -7.7915E-01  6.2323E-01 -6.8432E-01
   170         4.2456E-04 -2.5328E-01  7.1909E-01 -5.8407E-01  1.9016E-01 -3.1850E-01 -9.3206E-01
   171         7.4685E-04  8.9340E-03 -7.0116E-01  5.2353E-01 -2.7318E-01  3.8891E-02  9.0218E-01
   172         4.1815E-04 -6.5082E-01 -9.3108E-02  6.6608E-01  4.7243E-01 -4.8534E-01 -1.6592E-01
   173         7.7358E-04  7.4945E-02 -7.5786E-01  6.4742E-01  7.4145E-01  8.1926E-01 -4.5228E-02
   174         3.2981E-04  5.0268E-01 -2.9077E-01 -8.6886E-01  6.3740E-01 -3.2697E-01 -6.1126E-01
   175         3.4034E-04  5.5357E-01 -2.8253E-01 -2.3433E-01  2.8947E-01  9.9312E-01 -2.1746E-01
   176         1.3344E-04 -4.2240E-01  1.9346E-01  3.6882E-01 -7.4745E-02 -7.0940E-01 -4.9562E-01
   177         3.9647E-04 -6.9320E-01  1.3198E-02  2.7756E-01  2.8996E-01  6.2268E-03  7.8181E-02
   178         6.9222E-04 -7.1884E-01  4.8950E-01 -3.3957E-01 -7.7910E-01  8.2062E-01  6.6535E-01
   179         4.5455E-04 -6.8485E-01  3.9258E-01 -9.7123E-01 -6.3739E-01  3.3624E-01  4.3907E-01
   180         2.9139E-04 -7.9165E-01 -7.4019E-01 -2.9276E-01 -4.3127E-01 -5.0633E-03 -1.9835E-01
   181         3.3888E-04 -3.0875E-01 -1.0623E-03  1.2953E-01 -6.2421E-01  6.4332E-01 -4.7296E-01
   182         1.1301E-04 -8.7215E-01 -3.3495E-01  5.6195E-01  5.2975E-01 -5.7175E-01  8.0409E-01
   183         3.3955E-04  6.5153E-01 -2.7560E-01 -4.7317E-01 -9.3616E-01  5.5511E-01 -3.3950E-01
   184         5.3823E-04 -5.5038E-02  5.1468E-01 -6.9043E-01 -9.5367E-02  7.1780E-01  3.6736E-01
   185         4.8807E-04  2.1290E-01 -2.3961E-01  4.6962E-02  8.0270E-01  9.0170E-01 -4.0494E-01
   186         6.9205E-04 -8.9515E-01  9.2346E-01 -5.6473E-01  2.0859E-01  3.8126E-01 -3.2065E-02
   187         1.8972E-04  6.3832E-01  8.3432E-02 -7.7883E-01 -8.2107E-01 -9.1954E-02 -7.8264E-01
   188         4.8019E-04 -4.1868E-01 -3.4165E-01 -1.6801E-01 -7.6154E-01 -9.5781E-01 -1.2189E-01
   189         6.2704E-04  2.2922E-01 -8.3929E-02 -6.8882E-01 -6.9577E-01  5.9078E-01 -8.7092E-01
   190         3.0218E-04 -9.3475E-01 -1.4800E-01  3.7655E-01  1.7941E-01 -1.2160E-01  6.7575E-02
   191         6.9724E-04 -4.1653E-01 -3.2323E-01 -3.6342E-01 -8.4486E-01  1.0885E-01 -4.4711E-01
   192         5.2748E-04 -1.7471E-01  3.4406E-01 -2.0028E-02 -9.1138E-01 -9.6498E-01  4.9734E-01
   193         3.6545E-04 -6.2129E-01 -1.2796E-01  3.5990E-01 -3.6483E-01  2.0630E-01  6.8302E-02
   194         7.2215E-04  4.4697E-01  1.8061E-01 -5.2604E-01 -5.1969E-01  4.1437E-01  8.1396E-01
   195         2.8057E-06  3.3187E-01 -7.9949E-01 -5.1832E-01  2.0915E-01 -4.3428E-01  9.1358E-01
   196         7.6028E-04 -8.7188E-01 -9.3261E-01  5.4972E-01 -7.2912E-01  7.5322E-01 -4.9940E-01
   197         9.3034E-05  6.1908E-01 -6.1082E-01 -4.4678E-01 -5.0958E-01  4.9320E-01 -7.0991E-01
   198         1.9050E-04 -4.0944E-01  2.6832E-01 -2.7246E-01  8.2284E-02  9.6533E-01  6.1995E-01
   199         7.7822E-04  1.1052E-01  2.1802E-01 -6.8974E-01  9.4637E-02 -1.1297E-01  2.1063E-01
   200         5.2914E-05  8.1805E-01 -4.5847E-01 -7.2270E-01  8.5658E-01 -2.1902E-02  6.0991E-01
   201         2.8868E-04 -1.0457E-01  2.1530E-01 -5.8494E-01  3.9907E-01  9.1490E-01 -4.4913E-01
   202         1.3596E-04 -3.6005E-01  2.4834E-01 -8.2580E-01  1.3753E-01  9.3792E-01  3.9523E-01
   203         6.7968E-04  9.5929E-01 -8.4298E-01 -9.4410E-01  9.9365E-01  7.4024E-01  4.2830E-01
   204         4.7021E-04 -8.1495E-01 -8.1628E-01 -1.0165E-01 -8.5299E-02  3.2852E-01  6.2470E-02
   205         1.0363E-04 -2.5574E-01 -3.3461E-01  4.7366E-01  2.7179E-01 -3.6831E-01  6.5099E-01
   206         5.4258E-04  6.8299E-01 -2.0346E-02 -5.7887E-01  7.5738E-01 -1.9327E-01  7.3974E-01
   207         6.9129E-04  8.7236E-01 -5.8810E-01 -9.5983E-01  5.9860E-01 -7.9700E-01 -3.6514E-01
   208         3.0288E-04  5.4484E-01 -1.7759E-01 -4.1512E-01 -1.4379E-01 -7.1576E-01  4.2788E-01
   209         1.5025E-04 -1.9244E-01  3.1319E-01  1.6215E-01 -9.8901E-01  6.1136E-01 -4.1412E-01
   210         4.2536E-04 -7.9636E-01 -7.3311E-01 -2.4133E-01 -6.7039E-01  7.3156E-01 -6.2819E-01
   211         3.4223E-04  3.3964E-02  1.2667E-01  2.6879E-01  4.1969E-01 -3.4383E-01  8.9907E-01
   212         6.7496E-04 -8.1765E-01  3.9718E-01 -1.9438E-01  7.2653E-01 -8.7312E-01 -9.2485E-01
   213         4.3329E-04  6.1443E-01 -5.8624E-01  6.2853E-03 -8.7190E-01 -5.0185E-01 -4.9282E-01
   214         1.3526E-04 -1.7948E-01  1.2247E-01 -6.7146E-01 -6.0670E-01 -8.8298E-01 -8.5234E-01
   215         3.1944E-04  4.8070E-04  6.3123E-02 -7.0747E-02 -2.5614E-01 -3.3322E-01  5.8594E-01
   216         6.0000E-05  6.9218E-02 -4.6362E-01 -6.6376E-01  3.6749E-02  8.6051E-01  5.2838E-02
   217         2.2690E-04  2.5649E-01 -9.7901E-01 -5.6084E-01 -5.0051E-01 -8.3025E-01 -7.3706E-01
   218         7.2643E-04  5.9730E-01  1.5105E-01 -9.3206E-01  1.4609E-01  5.4876E-01  2.2066E-01
   219         4.6503E-05  1.2177E-01 -9.0253E-02 -5.2263E-01 -5.1678E-02 -1.4149E-02 -3.7032E-01
   220         7.6562E-04  6.6300E-01 -9.8349E-01 -1.9274E-01 -5.2626E-01  3.1129E-01  2.8234E-01
   221         4.6400E-04 -9.7204E-01  1.1844E-01 -2.9001E-01 -5.5025E-01 -3.7347E-01 -3.8842E-01
