Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-02   1.000000E-01          5.000000E+01           500               1.000000E+00

  Body         Mass           x           y           z          vx          vy          vz
    93         1.0293E-03 -2.9052E-02 -8.7989E-01 -3.0781E-01 -2.4509E-01  9.0213E-01  1.6811E-01
    94         1.0415E-03 -9.7643E-01  4.3774E-01 -6.3908E-01 -4.8635E-01 -9.8322E-01  9.2904E-01
    95         2.4137E-03 -7.3435E-01  1.3606E-02 -5.1253E-01 -7.4657E-01  5.8398E-01  6.6073E-01
    96         7.2139E-04 -9.2439E-01  5.1936E-01  2.4595E-01 -7.4418E-01 -4.9021E-02  5.1276E-02
    97         2.6584E-03  5.4699E-01 -2.7446E-01 -6.5267E-01  5.3685E-02 -6.0862E-01  2.9492E-01
    98         1.0066E-03 -8.8635E-02 -1.4444E-01 -9.7689E-01  8.0226E-01  9.1394E-01  2.2348E-02
    99         1.8044E-03 -6.3512E-01  1.4435E-01 -8.5693E-01  5.8093E-01  8.0443E-01 -4.0569E-01
   100         3.9462E-03  7.7389E-02 -7.6276E-01  2.1237E-01  8.8401E-01  8.3492E-01  5.9035E-01
   101         2.3659E-03 -2.0262E-01  7.4009E-01 -9.8655E-01  2.2070E-02 -8.7595E-01  5.5636E-01
   102         3.7008E-03  3.9533E-01 -4.3233E-01 -5.4807E-01 -4.4318E-01  5.5060E-01 -8.7012E-01
   103         1.7358E-03  8.6996E-01 -9.4846E-01 -5.0455E-01  1.4558E-01  9.3335E-01 -3.7610E-01
   104         2.1826E-03 -1.1813E-01  4.1725E-01  5.3332E-02  6.9270E-01 -1.9929E-01 -5.7246E-02
   105         3.9857E-03 -9.1612E-01 -6.5018E-01  1.6136E-02  2.7908E-01 -4.0399E-01  1.1529E-02
   106         1.3879E-03 -5.0378E-01 -9.5467E-01  7.5828E-01 -6.6756E-01 -2.0974E-01 -9.4689E-01
   107         7.1333E-06  5.6507E-02  2.6804E-01 -1.3331E-01  4.1527E-01  3.9126E-04  8.5106E-01
   108         2.5788E-03  2.1028E-01  1.0556E-01  2.4059E-02  6.5919E-02 -3.8625E-01 -4.8967E-01
   109         9.2422E-04  3.0578E-01  3.1869E-01 -4.8641E-01  7.0767E-01  9.9800E-01  8.3810E-01
   110         2.4907E-03 -9.4177E-01  6.3198E-01 -4.7895E-01  7.0535E-02  4.4033E-01  4.9711E-01
   111         3.3031E-03  8.6851E-01 -3.6142E-01 -8.6461E-01  7.4556E-01 -9.7864E-01 -8.1401E-01
   112         3.6743E-03  1.5691E-01  2.7637E-01 -8.3168E-01 -5.9225E-01  1.1815E-01  6.5934E-01
   113         2.4805E-03 -9.8351E-01 -3.8588E-01  8.0004E-01  1.6608E-01 -6.9818E-01  1.6114E-01
   114         1.0123E-03  6.3176E-01 -7.9595E-01 -2.0390E-01 -2.9831E-01  9.1945E-01 -6.9571E-01
   115         1.1665E-03 -5.8294E-01  4.7835E-01  2.5197E-02  9.6933E-01 -5.1296E-01 -7.0390E-01
   116         2.9988E-03 -2.8737E-01  3.1312E-01 -6.3270E-01  4.5642E-01 -9.0786E-02  8.6854E-01
   117         1.8298E-03 -5.4460E-01 -6.5440E-01 -9.6585E-01  5.0344E-01 -3.5093E-01  1.6270E-01
   118         2.1406E-03 -8.9644E-01  2.0957E-01  6.7039E-02  6.4376E-01  8.7938E-01  4.1189E-01
   119         7.7438E-04  2.6240E-01 -2.4626E-01 -9.3104E-01  7.7207E-01  9.2985E-01  6.9615E-01
   120         1.3457E-03  3.5033E-01  2.8005E-02  3.3138E-02  9.5065E-01 -6.2657E-01 -2.5204E-01
   121         2.5851E-04  6.3947E-01 -6.0210E-01 -5.4835E-01 -5.5941E-01  4.2308E-01  7.4848E-01
   122         2.5379E-03 -6.6458E-01 -3.2064E-01 -1.2212E-01 -2.5644E-01 -4.5976E-01  6.8664E-01
   123         3.0365E-03  3.6728E-01 -4.1252E-01 -1.5523E-01  3.0211E-02  2.9105E-02 -4.7844E-01
   124         1.1082E-03 -9.2964E-01 -5.4527E-01  3.9639E-01 -9.6992E-01  6.3674E-01  6.2021E-01
   125         8.3111E-04 -8.2864E-01 -8.0635E-01  5.7627E-01 -1.0588E-01 -9.5673E-01  8.2050E-01
   126         1.4617E-03 -3.9432E-01  1.0929E-01 -8.9784E-01 -3.3399E-01  5.3954E-01 -8.8861E-01
   127         1.7134E-03 -7.4868E-01  2.7521E-01 -8.8182E-01  8.9815E-02  8.0109E-01  9.8887E-01
   128         5.2093E-04 -1.4590E-01  3.7523E-02 -6.0222E-01  4.3456E-01  4.2401E-01 -5.1111E-01
   129         3.2524E-03 -4.9808E-01 -4.1953E-01 -7.2306E-01 -7.1440E-01  3.9664E-01 -3.3432E-01
   130         2.4720E-03  6.3640E-01 -9.4608E-02 -6.0973E-01 -2.8228E-01  2.4100E-01 -6.0761E-01
   131         1.3074E-03  2.0285E-01  2.4777E-01 -1.6166E-01  6.9377E-01 -3.1382E-01  4.2036E-02
   132         6.4053E-04 -3.8830E-01 -9.0038E-01  1.5306E-01 -1.8169E-01 -4.2161E-01 -5.3760E-01
   133         2.1535E-03 -1.5289E-01 -8.5770E-01  6.4930E-01 -3.2204E-01  5.6460E-01  4.3986E-01
   134         1.0348E-04  4.6418E-01 -3.5551E-01 -3.6353E-01  8.4837E-01 -9.6127E-01  3.0173E-01
   135         2.7026E-03  5.3929E-01 -3.8392E-01 -8.8571E-01 -1.3131E-01  3.5339E-01 -1.3638E-01
   136         4.8209E-04 -7.2868E-02 -4.4841E-01  1.9680E-01  3.3620E-01  2.7826E-01  9.5404E-01
   137         1.8045E-03  1.9339E-02  2.2326E-01 -7.1276E-01  5.7477E-01 -2.4397E-01  7.7290E-01
   138         3.2152E-03 -4.5583E-01 -3.8776E-01 -5.3265E-01 -3.3762E-01  5.9618E-01 -8.8128E-01
   139         3.9255E-03 -7.0106E-01 -4.0008E-02 -9.0891E-01 -1.5635E-01 -2.7172E-01  8.5900E-02
   140         3.1627E-03 -6.0699E-01 -6.7135E-01 -5.2225E-01 -5.5434E-01  9.9248E-01 -7.2109E-01
   141         5.9154E-05  3.8077E-01 -3.2965E-01 -2.4955E-01  8.0278E-02  6.5728E-01 -2.0837E-01
   142         4.2912E-04  3.2924E-01 -2.8402E-01  4.3500E-02 -7.9102E-01 -5.6041E-01  1.4228E-01
   143         3.9837E-03 -1.4844E-01  2.4674E-01 -8.9931E-01  9.6818E-01  5.3493E-01  3.3784E-01
   144         1.3075E-03 -2.4030E-01 -5.9410E-01  6.0685E-01 -6.7705E-01 -8.4337E-01  6.3368E-01
   145         3.3986E-03 -3.2197E-02 -1.1284E-01 -6.9020E-01  6.8778E-01  8.4729E-01  8.2206E-01
   146         2.7475E-03 -2.1593E-01 -4.5667E-01  1.9504E-01  8.0293E-01  3.0005E-01  8.9421E-01
   147         8.2569E-04  3.1887E-01 -5.6014E-01 -1.1413E-01 -9.9697E-02  6.5280E-02 -3.8513E-01
   148         1.4448E-03  1.1144E-01 -6.8965E-01  1.3780E-01  6.5433E-02 -4.6859E-01 -8.4368E-01
   149         6.9835E-04 -4.1759E-01  3.6663E-01 -9.1965E-01 -3.8418E-01  2.5500E-01  6.7833E-01
   150         1.4884E-03 -1.9791E-02 -9.4115E-01 -9.3093E-02  8.4469E-01 -7.0183E-01 -1.1082E-01
   151         1.0989E-03 -2.1220E-01  3.3804E-01 -2.3115E-01  9.7031E-01  4.2964E-02  9.7460E-02
   152         3.7901E-03  3.1280E-01 -5.3428E-01 -7.8602E-01  9.3369E-02  7.3835E-01  3.9035E-01
   153         2.0154E-03  9.4902E-01 -5.5287E-01 -9.7163E-01 -9.3740E-01  8.0118E-01 -4.0964E-01
   154         8.0129E-04  4.3915E-01 -4.2298E-01 -6.6642E-01  5.4292E-01 -5.0784E-01  5.2834E-01
   155         1.1698E-03 -3.6210E-01  4.6477E-01 -7.1075E-01  2.6155E-01  1.3545E-01 -2.8944E-01
   156         3.9622E-03 -9.2777E-01 -2.3717E-01 -9.7339E-01  9.2895E-02  5.5339E-01 -7.9779E-01
   157         3.4831E-03 -8.1548E-01  9.7259E-01 -7.4240E-01  2.7925E-01 -2.1503E-01 -3.1511E-01
   158         1.6129E-04 -7.5608E-01  5.4790E-01  6.6974E-02 -5.7481E-01 -2.2864E-01  2.1461E-01
   159         1.1205E-03  3.3758E-01  2.2325E-01 -9.4346E-01 -3.1020E-01  6.9902E-01  9.2861E-01
   160         1.7972E-03 -2.5268E-02  5.4672E-01 -5.7471E-01  4.9291E-01 -8.2647E-01 -4.9755E-04
   161         3.6437E-03 -5.3755E-01 -7.5217E-01  5.6599E-01 -5.8641E-01 -8.8573E-01  5.3969E-01
   162         2.6286E-03 -5.8899E-01  4.6046E-01 -3.4509E-01  4.3326E-01  2.3938E-01 -6.0379E-01
   163         2.7638E-03  5.0995E-01 -2.2889E-01 -5.1109E-01 -4.0075E-01  1.0245E-01  2.4592E-01
   164         1.5745E-03  6.6203E-01 -7.7752E-01 -2.7033E-01  6.3173E-02 -4.0623E-01  8.0213E-01
   165         7.6998E-04  8.7655E-01 -4.7434E-01 -5.7084E-01 -2.1976E-02  5.8554E-02  5.5709E-01
   166         2.2932E-03 -2.9465E-01 -7.3779E-01  6.9345E-01 -8.4884E-01  9.0290E-01 -7.2012E-01
   167         2.0760E-04  6.2445E-02  2.1574E-02  7.8375E-02 -3.7696E-01  7.0046E-01 -2.7679E-01
   168         1.6317E-03 -6.4580E-01 -8.9677E-01 -8.6565E-02 -4.9739E-01  1.3185E-01  9.6696E-01
   169         1.1973E-03 -5.2619E-01  4.4436E-01 -4.9549E-01 -9.8952E-01 -7.1263E-01 -4.5262E-01
   170         2.2755E-03  8.2631E-01 -2.6467E-01 -9.9884E-01  7.0193E-01 -6.6020E-01  6.8706E-01
   171         3.1892E-03  6.9655E-01 -8.5873E-01 -3.5129E-01  6.9049E-01  7.0989E-01 -5.7129E-01
   172         2.0172E-03  8.5310E-01 -8.2000E-01 -5.6465E-01  4.5025E-01 -6.3893E-01  7.7266E-01
   173         3.8469E-03  7.8202E-01 -3.4479E-01 -4.0818E-01 -9.9009E-01  5.0339E-01 -1.2715E-01
   174         6.8220E-05 -9.0466E-01 -9.3673E-01 -1.8215E-01 -8.4827E-01  1.7127E-02  4.8170E-01
   175         3.4304E-04 -6.1082E-01 -6.1620E-01 -1.0666E-01  9.7224E-02  3.1203E-01  4.3416E-01
   176         3.9712E-03  3.6831E-01 -3.1372E-01  3.3073E-02 -3.1643E-01 -4.7069E-01 -7.6850E-01
   177         1.1801E-04  2.6339E-01  2.2820E-01 -2.2064E-01  8.3599E-01 -3.3807E-01  3.4549E-02
   178         8.9852E-04 -6.6426E-01  5.0634E-02  4.8477E-01  7.2630E-01  9.7552E-01 -3.2479E-01
   179         1.9611E-03 -2.9976E-01 -3.2251E-01 -2.2720E-02  9.0031E-01  7.6249E-01  6.9803E-01
   180         9.0493E-04  1.5804E-01  6.0864E-01 -7.8233E-01 -3.5186E-01  6.1906E-01 -3.1844E-01
   181         2.8867E-04 -6.5061E-02 -7.7830E-01 -8.3578E-01  8.3648E-01  2.2740E-01 -2.4302E-01
   182         8.1059E-04 -3.3751E-01  7.0809E-03 -5.7700E-02 -6.6346E-01 -9.9990E-01 -4.5212E-01
   183         3.1765E-03 -1.9573E-01 -9.4964E-01  4.8530E-01  4.5946E-01 -6.9442E-01  6.2118E-01
   184         2.9160E-03 -6.8811E-01  3.9371E-01 -1.6686E-01  2.2701E-01 -1.4498E-01 -7.7165E-01
   185         3.8067E-03 -5.4450E-02  4.2782E-01 -3.6950E-01  8.2196E-01  6.1875E-01  9.6540E-01
   186         2.6508E-03 -4.9214E-01  6.2882E-01 -4.8225E-01  6.6979E-01  1.6275E-01  8.2793E-01
   187         8.9495E-04  5.4291E-02 -9.3707E-02 -6.8545E-02 -2.2656E-01 -7.1288E-01 -1.2921E-01
   188         9.0800E-04 -9.6554E-01 -8.2964E-01 -3.4232E-01  9.2204E-01 -5.9583E-01  1.6449E-01
   189         2.0840E-03 -9.6714E-01  3.6003E-03  6.4194E-01  7.9455E-01  5.7877E-02  9.9545E-01
   190         1.8412E-03 -2.6605E-01 -6.4469E-01 -5.2562E-01 -7.9767E-01  2.6585E-01 -1.6991E-01
   191         2.4146E-03 -3.3294E-01 -8.6770E-01  3.3987E-01  5.9201E-01 -2.8073E-01 -3.3212E-01
   192         3.4816E-03 -7.9060E-01  5.9237E-02 -4.6373E-01  9.7096E-01  1.5559E-01 -6.8852E-01
   193         2.7534E-03 -9.5554E-01  4.2418E-01 -9.5756E-01 -8.1760E-01  9.0126E-01  1.0164E-01
   194         1.0091E-03 -8.8780E-01  4.5221E-01 -9.0817E-01  3.4666E-01  3.6937E-01 -5.3338E-01
   195         6.0723E-04 -2.5983E-01  4.0280E-01 -8.2345E-01  2.2501E-02  3.1796E-01  5.9834E-01
   196         1.0734E-03 -6.7551E-01  1.3956E-01  5.8816E-01  5.3570E-01  9.4011E-01  9.2763E-01
   197         1.1028E-03 -1.9791E-02 -2.1936E-01 -6.3516E-01 -1.9957E-01 -2.7631E-01  4.9334E-01
   198         1.1432E-03  2.8836E-01 -3.3328E-01 -5.9496E-01 -4.2297E-01  2.2149E-01  4.5226E-01
   199         2.4840E-03  3.7809E-01  3.3151E-01 -8.1293E-01  2.4442E-01  3.6664E-01  1.7829E-01
   200         1.8079E-03  1.9020E-01 -5.7465E-01 -7.2710E-01 -9.9792E-01  7.3225E-01  9.7377E-02
   201         3.0063E-03  1.4843E-01 -4.7837E-01  4.4431E-01 -8.6958E-01 -9.3374E-01 -7.5378E-01
   202         1.6302E-03  4.1434E-02 -9.9050E-01 -3.4584E-01  4.9812E-01 -1.5227E-01 -9.1535E-01
   203         2.7934E-03  3.8150E-01 -2.4750E-01  4.7850E-02 -6.5859E-01  3.8786E-01  7.7218E-01
   204         1.4002E-03 -7.5821E-01  9.5721E-01 -9.4695E-01  5.0624E-01 -6.4612E-01  3.7901E-01
   205         6.9884E-04 -5.9390E-02 -3.1817E-01  3.9186E-01 -6.9465E-01  9.9318E-01 -5.4132E-01
   206         1.8876E-03 -3.6307E-01 -3.2467E-01 -6.0615E-01 -3.7737E-01 -3.1752E-01  6.8510E-01
   207         2.1386E-03 -4.7660E-01  9.1570E-01 -7.9196E-01  4.2948E-01 -1.2888E-01  3.3491E-01
   208         1.7106E-03 -5.1555E-01 -7.0269E-01 -2.3765E-02  6.6663E-01  6.1543E-01 -2.1408E-02
   209         3.7872E-03  6.3276E-01 -5.3833E-02 -7.0703E-01 -6.6642E-01 -2.4570E-01 -1.0855E-02
   210         3.4341E-03 -9.5470E-01  5.4071E-01 -2.9026E-01 -7.1812E-01  8.2160E-01 -1.5709E-01
   211         1.0887E-03 -1.9863E-02  7.0599E-01 -8.5433E-01  7.9486E-01 -9.3478E-01 -7.3970E-01
   212         1.5817E-03 -8.5863E-01  6.6295E-01 -3.5071E-01 -6.5463E-01  1.5710E-01 -7.5198E-01
   213         1.7723E-03  2.5391E-01  5.4418E-01 -8.7469E-01  9.5864E-01 -2.5073E-01 -1.4139E-01
   214         8.5819E-04 -4.8937E-01 -2.2030E-01 -7.7627E-01 -6.8568E-01 -9.0327E-01  9.7693E-01
   215         8.7794E-04 -7.3277E-01 -4.4604E-01  3.8244E-01 -2.3228E-01 -2.4159E-01 -7.0134E-03
   216         2.3312E-03 -5.1496E-01  4.0230E-01 -8.9872E-01 -6.5168E-01 -4.5354E-01 -3.2159E-01
   217         3.8108E-03  8.3896E-01 -4.1435E-01 -9.0153E-01  5.5981E-01  2.2114E-01  7.7148E-01
   218         1.9371E-03  2.3201E-01  1.9251E-01 -2.1925E-01 -4.7026E-01  2.5345E-01 -6.8236E-01
   219         3.5133E-03  1.0548E-01 -1.6342E-01 -1.2570E-01  5.7078E-01  1.9395E-01 -1.2274E-01
   220         1.0999E-04 -1.3128E-01 -3.8173E-01 -9.2369E-01  1.0667E-01 -9.4630E-01 -6.4796E-01
   221         5.5617E-05 -2.6408E-01 -5.4448E-01 -9.5338E-01 -5.2727E-02  6.0226E-01  6.5826E-01
