Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-02   1.000000E-01          5.000000E+01           250               1.000000E+00

  Body         Mass           x           y           z          vx          vy          vz
    48         3.6190E-03  3.2676E-01  2.2154E-01 -3.7620E-01  7.3036E-01 -1.8431E-01  6.6294E-01
    49         1.6921E-03  3.1746E-01 -6.6352E-01 -6.0169E-01 -1.0448E-01 -9.1698E-01  8.5643E-01
    50         6.5797E-03  7.7945E-02 -3.7231E-01  5.5694E-01  6.1142E-01  4.0895E-01  5.7204E-01
    51         7.4914E-03 -2.0924E-01 -2.7547E-02 -6.5400E-01  4.3527E-01  9.9364E-01 -7.3189E-01
    52         4.5977E-03 -3.1447E-01 -2.6737E-01 -8.0375E-01 -9.0950E-01  5.3347E-01 -2.1513E-01
    53         3.2588E-03  1.7458E-01  4.2001E-01 -6.3270E-01  1.4037E-01 -8.4227E-01  1.5768E-01
    54         4.3839E-03  1.9427E-01  1.5879E-01 -8.3188E-01 -6.5647E-01  1.7461E-02 -6.5587E-02
    55         9.7029E-04  6.4630E-01 -1.8770E-01 -4.4814E-01 -8.5157E-02 -9.1596E-01  8.9471E-01
    56         6.0823E-03  9.4669E-01 -6.9901E-01 -7.4461E-01 -2.4671E-01 -1.1552E-01 -9.0878E-01
    57         7.3314E-03 -4.7381E-01  2.1789E-01 -5.9810E-01  1.2884E-02 -9.0676E-02 -1.1840E-01
    58         4.7350E-03  9.0656E-02  3.9352E-01 -6.8185E-01  1.3219E-01 -4.6254E-01  6.9680E-01
    59         5.2623E-03  4.3440E-01 -7.8596E-01 -3.1017E-01  3.7623E-01  9.6314E-01 -8.9848E-01
    60         1.7607E-03 -5.5736E-01 -4.6080E-01 -6.4428E-01  9.9798E-02 -4.2580E-01 -9.7258E-01
    61         7.0785E-03  1.1055E-01 -9.3900E-01 -9.6791E-01  4.7634E-01  7.1871E-01  8.1015E-01
    62         7.4988E-03 -2.5316E-01 -9.0780E-01 -7.9614E-01 -9.3291E-01  1.0634E-01 -5.5363E-01
    63         6.0700E-03 -4.5031E-01 -6.3965E-01 -5.0004E-01 -8.3441E-01 -9.5937E-02 -8.7971E-01
    64         2.7518E-03 -7.6304E-01  3.6030E-01  3.2303E-01  9.0589E-01  7.3127E-01 -1.7772E-02
    65         6.6819E-03 -3.8607E-01  1.0369E-01 -5.0801E-01  4.8365E-01 -3.6456E-01  4.3883E-01
    66         5.3382E-03 -7.1073E-02 -8.5426E-01 -2.8434E-01  6.0497E-01  5.5039E-01  7.9783E-01
    67         1.5776E-03  4.9334E-01 -8.1440E-01 -9.2186E-01  1.4721E-01  7.6086E-01 -1.0125E-01
    68         4.5694E-03  1.1607E-01  5.6935E-01 -4.6954E-01 -1.6996E-01  4.8380E-01 -9.4751E-01
    69         3.2675E-04  8.9400E-01 -7.8467E-01 -6.8356E-01  2.4452E-02  6.3167E-01 -6.1504E-01
    70         3.6315E-03 -4.8353E-01  4.7338E-01  2.7885E-03 -5.3483E-01 -4.1336E-01  9.2835E-01
    71         5.4086E-03 -3.5211E-01 -3.4535E-01 -6.7542E-01  5.3109E-01 -7.7083E-01  2.2449E-01
    72         3.1815E-03 -3.6780E-01  2.0953E-01 -7.2509E-01  4.5381E-01 -3.9514E-01  2.0621E-01
    73         3.8631E-03  6.7290E-02 -2.0365E-01 -1.0292E-01  2.3231E-01  3.4746E-01  6.3607E-01
    74         3.3625E-03  1.0154E-01 -7.2981E-01  6.3050E-01 -8.4799E-01 -4.5391E-01  4.9824E-01
    75         2.8970E-04  9.8618E-01 -9.9512E-01 -8.9984E-01 -3.0740E-01 -4.5091E-01 -3.9519E-01
    76         9.6126E-04 -5.0609E-01 -1.9341E-01 -5.9246E-01 -3.0518E-02 -2.0536E-01  2.4144E-01
    77         5.2038E-03  2.7855E-01 -6.3289E-01  3.1750E-01 -3.8955E-01 -1.7029E-01 -8.6220E-01
    78         3.5518E-03 -5.3176E-01 -7.5588E-01  2.2550E-01  1.5352E-01 -2.4582E-01  7.5894E-01
    79         6.1024E-03 -3.6128E-01  7.9084E-01 -5.7560E-01  5.9493E-01  2.4202E-01  3.4106E-01
    80         1.0863E-03  1.3832E-01 -2.2337E-01  4.2070E-01 -4.0300E-01  5.2648E-01 -9.0319E-01
    81         7.1756E-03 -7.0180E-01 -6.5519E-01  3.3646E-01 -1.8995E-01 -6.6450E-01  7.6945E-01
    82         6.4847E-03  2.1873E-01  3.9842E-01 -6.2120E-01 -6.5112E-01  5.3603E-01  6.0937E-01
    83         2.2918E-03 -1.7899E-01  4.9635E-02 -1.9496E-03  7.5295E-01  4.5084E-02 -4.3019E-01
    84         2.4585E-03 -8.1711E-01 -5.3087E-01  8.0376E-01 -1.4051E-01 -7.7534E-01 -2.8780E-01
    85         1.5356E-03 -4.8675E-01 -1.5686E-01 -6.2989E-01  1.3818E-01  8.1783E-01  7.3378E-01
    86         4.9877E-03 -3.3075E-01 -4.6126E-01 -6.5831E-01 -1.1441E-01 -2.3392E-01 -7.7896E-01
    87         6.0229E-03 -4.0433E-01  8.6897E-01 -8.7207E-01  4.6457E-01 -5.3584E-01 -3.2021E-01
    88         2.0390E-03  9.0858E-01 -9.8388E-01 -4.2491E-01 -8.7198E-01 -6.7933E-01 -2.3365E-01
    89         5.8087E-03  3.2593E-02 -8.0368E-01 -5.5171E-01 -2.4091E-01  6.6863E-01  1.2709E-01
    90         3.1616E-03 -7.3430E-01 -9.3389E-01  6.3228E-01 -9.0801E-01  8.6783E-01  8.5817E-01
    91         5.6725E-03 -6.6664E-01 -5.4742E-01  3.3044E-01 -2.1612E-01 -4.9179E-01  6.0948E-01
    92         2.5910E-03 -2.0789E-01 -5.5070E-02  1.3453E-01 -5.7747E-01 -5.7209E-01 -4.1238E-01
    93         2.5064E-04 -6.8348E-01  7.6023E-01 -9.9660E-01 -7.0975E-01 -4.0924E-01 -6.8405E-01
    94         4.6228E-03 -7.6032E-01 -2.3726E-03 -1.1007E-02 -2.5877E-01 -9.3128E-01  5.9264E-01
    95         6.5033E-04 -9.0663E-01 -2.9881E-01 -7.9661E-01 -2.8567E-01 -8.1507E-01  5.6475E-01
    96         5.1885E-03 -8.8827E-01 -1.5310E-01 -5.0471E-01 -4.4473E-01  7.1692E-01  4.9319E-01
    97         5.3687E-03 -6.4281E-01 -1.5686E-01 -2.2347E-01  1.1966E-01  8.7301E-01  2.9050E-01
    98         7.0582E-03 -3.2919E-01  5.0804E-01 -2.8047E-01  7.7209E-01  6.5704E-01 -1.0240E-02
    99         6.7575E-03 -8.5582E-01  3.2613E-01 -7.5603E-01  1.8576E-01 -1.3546E-01 -4.3621E-01
   100         3.4236E-04  6.0651E-01 -7.4418E-01 -5.4220E-01 -9.9915E-01  7.7014E-01  5.8417E-01
   101         3.4753E-03 -4.3484E-01  4.8992E-01 -8.0731E-01  9.4703E-01 -4.9013E-01 -2.9521E-01
   102         6.3539E-03 -2.7396E-01 -7.6685E-01  6.1339E-01 -6.7079E-01  6.0287E-01 -5.0570E-01
   103         4.7173E-03  5.4746E-01  1.5802E-01 -7.9085E-01  5.7447E-02  5.1671E-01  9.1671E-01
   104         7.3368E-03 -8.3203E-02  6.2185E-01 -3.2183E-01 -8.0498E-01 -5.8679E-01 -4.6579E-01
   105         1.6127E-03 -2.4917E-01 -6.2227E-01 -7.2300E-01  3.9899E-02 -6.4613E-01 -3.1574E-01
   106         2.3430E-03  3.6423E-02 -7.4040E-01  5.9616E-01 -9.5154E-01 -1.9682E-01  9.8064E-01
   107         2.2380E-03  3.1155E-01  4.6787E-01 -8.9092E-01 -6.5215E-01 -7.5065E-01 -3.6689E-02
   108         3.9169E-03  3.0826E-01 -2.9614E-01 -4.5631E-01  1.5312E-01  8.7899E-01 -3.2516E-01
   109         6.0374E-03 -2.0600E-01  2.8717E-01  1.8609E-01  5.0607E-01  2.5153E-01  7.4690E-01
   110         7.2790E-03 -4.7600E-01  4.5314E-01  6.1221E-02 -9.1483E-01  5.4292E-01 -9.7390E-01
   111         2.7424E-03  5.4043E-02 -3.1950E-01 -7.6038E-01 -3.9965E-01 -5.8595E-01  7.3027E-02
   112         1.9810E-03 -6.2801E-01  7.6685E-02  4.9866E-01  4.4639E-01 -1.7013E-01 -5.1811E-01
   113         5.7958E-03  8.9163E-02  5.5318E-01 -6.5074E-01 -6.9187E-01 -1.5657E-01 -1.0849E-01
   114         4.8956E-03 -4.3519E-01 -2.6273E-01  5.5513E-01  7.1353E-01 -6.6078E-01 -3.5894E-01
   115         8.7771E-04 -6.3451E-01 -9.3822E-01 -4.3318E-01 -9.5277E-01 -2.6403E-02 -9.6574E-01
   116         1.6582E-03 -7.1829E-01 -1.3820E-01 -5.3121E-01  9.7946E-01 -2.7341E-01 -3.8591E-02
   117         6.6115E-03 -6.9663E-01  5.8715E-02 -6.7305E-01 -5.8680E-01 -2.1149E-01 -4.3015E-01
   118         6.3797E-03 -2.2658E-01 -3.2723E-01 -2.7044E-01 -1.8113E-01  4.8797E-02  8.3977E-02
   119         7.5396E-03  6.2461E-02 -6.7155E-01 -7.9648E-01 -1.2814E-01 -1.5619E-01 -1.1548E-01
   120         1.6048E-03 -6.8017E-01  5.3676E-01 -9.9584E-01 -2.7026E-03 -8.0359E-01  7.3758E-01
   121         6.3638E-04 -4.6149E-01 -5.0285E-01 -1.0132E-01  2.2986E-01  4.6466E-01 -4.9428E-01
   122         2.5910E-03  1.2632E-01 -2.7809E-01 -7.1418E-01  5.2822E-01  6.2632E-01  9.6000E-01
   123         4.4716E-03  2.7985E-01  4.4906E-01 -7.3828E-01 -5.5675E-01 -9.1237E-01  2.6422E-01
   124         4.7030E-03 -6.0634E-01  5.7650E-01 -1.6275E-01  3.3767E-01 -8.6667E-02 -8.2890E-01
   125         6.4479E-03  7.1883E-01 -2.1092E-02 -8.9544E-01 -4.7633E-01 -6.7238E-01 -2.1349E-01
   126         6.5815E-03 -2.7574E-01  6.4056E-01 -2.4686E-01 -8.8454E-01 -9.5733E-01  7.9217E-01
   127         5.0674E-03 -8.1464E-01  4.9336E-01  3.5440E-03 -6.6053E-01 -1.6401E-01 -6.6810E-01
   128         4.2381E-03 -8.2888E-01  7.1158E-02 -7.8308E-01 -3.3780E-01 -4.2912E-01  7.2726E-01
   129         1.4459E-03 -5.5991E-01 -3.8457E-01 -9.7572E-01 -6.9788E-02 -4.4735E-01 -2.9978E-01
   130         6.7888E-03  7.5912E-01 -8.3670E-01 -2.0891E-01 -6.6999E-01  6.6182E-01  4.9323E-01
   131         6.2983E-03  5.9781E-01  6.9845E-02 -9.0992E-01  8.0380E-02 -8.7509E-01  2.9129E-01
   132         4.7651E-03 -6.9840E-01 -1.6680E-01 -8.7788E-01  4.3342E-02 -7.6042E-03 -2.4297E-01
   133         7.2005E-03 -8.5203E-01 -6.8065E-01  8.9516E-01 -5.7329E-01 -7.6348E-02  7.7148E-01
   134         7.4108E-03  3.7499E-01 -2.0589E-01 -2.5588E-01  1.6225E-01 -1.6951E-01 -1.8497E-01
   135         1.2984E-03  3.2905E-01  3.6631E-01 -7.2986E-01 -7.4473E-01 -4.6624E-01 -6.3200E-01
   136         9.6814E-04  2.3076E-01 -2.1509E-01 -9.7714E-01 -1.2998E-01 -7.3073E-01  3.7794E-01
   137         7.4754E-03  6.6614E-01 -1.3507E-01 -9.7034E-01  6.1368E-01  7.2793E-01 -6.0650E-01
   138         2.3337E-03  9.1302E-02  3.4038E-01 -5.5123E-01 -6.1869E-01  6.8728E-01  2.9425E-01
   139         6.8202E-03 -7.0383E-01 -1.9472E-01  3.0218E-01  6.3495E-02  8.8067E-01 -9.7353E-01
   140         4.7366E-03 -7.4802E-01 -8.8542E-01 -7.1744E-01 -1.5474E-01 -9.1652E-01  6.8220E-01
   141         5.4613E-03  2.3432E-01 -2.1739E-01 -8.8139E-01  2.5032E-01  8.7037E-01 -4.4323E-01
   142         6.5873E-03  3.7047E-01 -3.6376E-01 -3.4256E-02 -8.3100E-01  2.0089E-01  1.7315E-01
   143         7.4649E-03  8.8902E-01 -3.7485E-01 -8.7728E-01 -5.9563E-01  5.6079E-01  9.8854E-01
   144         1.1420E-03 -9.2644E-01  1.9705E-01 -1.5434E-01 -4.3629E-01  6.0912E-01  4.8511E-01
   145         5.3084E-03 -1.4157E-01 -1.1450E-01 -5.4004E-02 -8.3910E-01  2.4281E-01 -6.6246E-01
   146         1.3524E-03  6.9401E-01 -5.2206E-01 -8.5099E-02 -1.7449E-01 -1.4929E-01 -8.4465E-01
   147         2.7818E-03 -7.3797E-01  1.8941E-01  3.2919E-01  8.0271E-01  2.1078E-01 -8.7765E-01
   148         1.3247E-03 -3.2904E-02 -1.0022E-01 -5.3601E-02  7.5624E-01  8.5500E-01  3.8779E-01
   149         7.3060E-03  8.2048E-01 -5.8865E-01 -4.1658E-01  7.3657E-01  7.6231E-01  1.8335E-01
   150         2.8029E-04 -6.1048E-01  8.6054E-01 -7.3753E-01 -5.1007E-01  7.0549E-03  7.5138E-02
   151         7.5002E-03  3.7120E-01  1.9237E-01 -2.2903E-01 -4.7088E-01 -8.5973E-01  9.7210E-01
   152         3.0603E-03 -3.4537E-02  6.4121E-01 -8.3707E-01  4.9476E-01  6.6053E-01 -9.0489E-01
   153         3.8433E-03  6.0947E-01 -4.7451E-02 -5.5180E-01  7.1769E-01  4.5654E-01  3.6909E-02
   154         5.5516E-03  4.5957E-01 -2.9062E-01 -6.6615E-01 -6.5671E-01 -2.4978E-01  2.2489E-01
   155         2.6469E-03  2.4145E-01  1.4802E-01 -1.3043E-01 -1.3092E-01  5.7288E-01  3.2671E-01
   156         5.9438E-03 -7.4576E-01  7.7276E-01 -1.7202E-01 -4.5053E-01  1.5433E-01 -6.1435E-02
   157         5.4571E-03 -8.9025E-01  4.6913E-01 -6.6389E-01 -7.1844E-01  5.6652E-01  6.9223E-01
   158         1.0932E-03  1.9221E-01 -7.2592E-01 -9.2259E-01  6.5173E-01  3.1658E-01  7.2692E-01
   159         4.3130E-03 -4.5837E-01 -1.6838E-01  6.6814E-01  1.5720E-01  2.7113E-01  2.5862E-01
   160         5.4292E-04  2.6244E-01 -7.5052E-01 -1.9196E-01 -2.2939E-01  5.3587E-01 -3.4438E-01
   161         3.1377E-03 -7.6348E-01 -8.0116E-01 -9.3027E-01 -9.0399E-01 -6.0783E-02  3.9653E-01
   162         3.9582E-04 -4.1914E-02 -1.2658E-01 -6.5676E-02  6.5738E-01  1.2776E-01  4.7383E-01
   163         2.8149E-03  6.3614E-01 -5.4236E-01 -2.3691E-01  8.6504E-01  9.3765E-01 -6.6206E-01
   164         4.6879E-03  5.1985E-01 -2.4210E-01 -8.2749E-01 -8.3444E-01  2.2037E-01 -5.9894E-01
   165         5.2103E-04  7.5069E-01 -8.3230E-01 -4.5056E-01  2.0737E-01  6.9463E-01 -9.2893E-01
   166         2.8951E-03 -9.6817E-01  6.1845E-01 -9.3577E-01 -8.6428E-01 -9.8645E-01  5.9817E-01
   167         1.9392E-03 -2.2403E-01 -9.7247E-01 -8.2998E-01  1.9643E-01  1.5661E-01 -3.2718E-01
   168         1.8484E-03  5.5697E-01 -4.8456E-01  5.7543E-03 -5.5776E-01  5.7904E-01 -2.5735E-01
   169         5.7256E-03  5.5310E-01 -9.7929E-01  1.8140E-01  9.9984E-01 -5.0713E-01  1.1516E-02
   170         1.5721E-03 -4.2368E-01 -2.6135E-01 -9.2313E-01 -3.6350E-01 -6.7499E-01  5.1491E-01
   171         3.1132E-03  3.5698E-01 -7.5309E-01 -2.2501E-01 -4.0471E-01  2.8216E-01 -5.1253E-02
   172         4.0172E-03 -7.9572E-01  5.1017E-01 -6.4586E-01 -5.8427E-01  7.4037E-01  9.6957E-01
   173         5.2572E-03  1.1225E-01 -4.7639E-01 -5.0162E-01 -4.1548E-01  2.6218E-01 -6.7015E-01
   174         5.8295E-03  4.6069E-01 -8.3958E-01 -2.3716E-01  4.9636E-01  5.9876E-02 -5.0099E-01
   175         3.6094E-03 -9.8352E-01 -6.7981E-01 -7.7293E-02  5.2277E-01 -4.6188E-01 -4.1726E-01
   176         6.7872E-03 -9.0802E-02 -5.2897E-01 -9.6464E-01 -6.0498E-01  7.7478E-01 -1.9704E-01
   177         7.9515E-04 -2.9436E-03 -6.8282E-01  3.1820E-01 -7.6665E-01 -9.7352E-02 -1.7462E-02
   178         5.8135E-03 -6.2908E-01 -1.7723E-01 -3.2944E-01 -5.1760E-01 -6.1586E-01 -6.9503E-01
   179         5.1689E-03 -6.5916E-01 -3.4643E-01  7.6808E-01  3.2832E-01  1.2640E-01  7.3619E-01
   180         1.8699E-03  2.0138E-01  2.1203E-01 -3.1633E-01  4.5068E-01  2.7293E-01 -5.9489E-02
   181         1.8854E-03  8.6118E-01 -6.4029E-01 -9.5161E-01  3.8829E-01 -6.0407E-01 -8.1295E-01
   182         5.7639E-05 -9.7772E-01 -4.0341E-01 -4.7445E-01 -2.9492E-01  2.7867E-01 -9.8022E-01
   183         5.8369E-03 -2.0219E-01 -4.8926E-01 -1.2609E-01 -7.0042E-01 -8.8772E-01 -3.3174E-02
   184         2.3136E-03  7.2978E-01 -8.0295E-01 -4.4451E-01 -9.1467E-01  3.6870E-03 -7.9204E-01
   185         2.6698E-03 -4.6307E-01  8.6833E-02  4.3863E-01  4.7292E-01 -1.7911E-01 -2.6581E-02
   186         1.6324E-03  5.3599E-01 -9.4792E-01  4.0586E-02  2.5272E-01 -4.7139E-01 -8.6558E-01
   187         5.7024E-03 -4.9910E-01 -3.6577E-01 -7.7493E-01 -5.1310E-01  2.9823E-01 -1.6775E-01
   188         7.4147E-03  3.1033E-01 -6.6631E-01 -7.1055E-01  5.0883E-01 -8.1593E-01  2.1003E-01
   189         4.1389E-03  3.5357E-01 -8.1036E-01 -3.5672E-01 -9.1553E-01  6.8950E-01 -9.2185E-01
   190         5.5916E-03 -7.4592E-02 -1.4820E-01 -8.8433E-01 -5.0407E-01 -8.3950E-01  9.6933E-01
   191         3.6930E-03 -5.2372E-01 -7.8268E-02 -6.5166E-01  1.5886E-01  7.7064E-02  6.2284E-03
   192         5.7763E-03 -7.7035E-01 -4.8122E-02 -4.9028E-02  7.8870E-01 -2.1197E-01  5.8930E-02
   193         5.3639E-03 -3.7993E-01 -5.5067E-01  8.2088E-01  5.9000E-01 -3.7476E-01 -2.7429E-01
   194         3.6025E-03  7.8913E-01 -7.5593E-01 -2.7096E-01 -5.7009E-01 -1.6288E-01  2.1461E-01
   195         2.7354E-06 -9.9991E-01 -2.3527E-02  3.4457E-01 -3.0268E-01  8.9957E-01 -2.2429E-01
   196         5.6289E-03 -6.8756E-01 -2.2764E-01  7.7469E-01 -3.6354E-01  9.0043E-01  6.3044E-01
   197         6.0105E-03 -9.7312E-01  2.0112E-01 -7.5122E-01 -6.2046E-01  1.0158E-01 -6.0486E-01
   198         6.2232E-03  5.4813E-01  1.2146E-03 -9.7267E-01  6.4119E-01 -5.8444E-01 -7.3211E-01
   199         4.5429E-03  1.8054E-01 -4.5100E-01 -6.9571E-01  4.6729E-01  1.7303E-01  3.3096E-02
   200         2.8809E-03  2.2280E-01 -3.7487E-01 -9.3101E-01  4.7558E-01  7.0922E-01 -5.4650E-01
   201         3.3870E-03 -7.2237E-01 -7.4927E-01  1.8847E-01 -6.2622E-01 -1.4792E-01  5.4333E-01
   202         4.8027E-03 -4.3523E-01  7.1487E-01 -2.6339E-01  5.7711E-01  5.1353E-01 -4.1374E-02
   203         5.1272E-03 -6.7696E-01  5.1810E-01 -1.9099E-01  9.9932E-01  3.9765E-01  9.1473E-01
   204         2.6925E-03 -3.9479E-01 -3.9870E-01 -3.0847E-01 -1.3519E-01 -3.9436E-01  7.6573E-01
   205         2.9188E-03  4.6289E-01 -1.8293E-02 -9.0761E-01 -8.8060E-01 -3.1492E-01 -6.5674E-01
   206         3.3253E-03 -5.9834E-01 -2.2482E-01 -4.5125E-01 -3.1977E-01  4.8301E-01  7.8685E-01
   207         7.1096E-03  6.9339E-01 -1.2516E-02 -6.9523E-01  8.0607E-01  5.1223E-01 -1.6332E-01
   208         2.7177E-03 -7.5573E-01  2.6329E-02 -2.5949E-01  7.7303E-01 -8.3358E-01 -1.7006E-01
   209         4.0545E-03 -7.6809E-01  1.0383E-01 -6.5228E-01  7.7336E-01 -2.4812E-01  9.7034E-01
   210         3.8191E-03  8.8141E-01 -9.3416E-01 -6.8599E-01  2.4896E-01  6.2290E-01  9.1077E-02
   211         9.3277E-04  1.1728E-01 -2.1747E-01 -8.6701E-01  1.5063E-01 -3.4524E-01 -7.9677E-01
   212         6.2225E-03 -6.7164E-01 -9.1029E-01  5.5685E-01 -7.0371E-01  9.5616E-01 -9.4041E-01
   213         3.6649E-03 -2.6840E-01  7.4528E-01 -6.9203E-01  1.8258E-01 -9.7964E-01  4.4990E-01
   214         1.5497E-03  7.6476E-01 -1.1609E-01 -7.9622E-01  9.3183E-01  4.8767E-01 -5.3806E-01
   215         3.6497E-03  2.4132E-01 -1.9097E-01  4.5974E-02  3.2569E-01 -5.1390E-01  8.1125E-01
   216         4.6218E-04 -2.2724E-01  5.1407E-01 -8.9904E-01 -7.9692E-01 -4.8794E-01  1.6255E-01
   217         2.1333E-03 -5.1220E-01  9.1692E-01 -8.7507E-01  5.5625E-01  9.1595E-01 -1.8999E-01
   218         5.8867E-03  8.1805E-01 -9.8815E-01 -1.9545E-01 -3.0543E-01  3.6406E-01 -1.2706E-01
   219         2.4642E-03 -1.8708E-01  7.7491E-02 -4.8355E-01 -3.0188E-01 -7.8400E-01 -5.8446E-01
   220         6.5520E-03 -3.0965E-01  9.4836E-02  2.8607E-01  7.8897E-02  9.8872E-01  3.4596E-01
   221         5.6100E-03  4.3780E-01 -6.2444E-01 -2.6003E-01 -3.7094E-01 -4.3692E-01 -2.3035E-01
