Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-04   1.000000E-02          1.000000E+01          1000               1.000000E+00

  Body         Mass           x           y           z          vx          vy          vz
    18         1.0505E-03 -3.6251E-01 -8.5544E-01 -7.1891E-01  8.7768E-01  8.1266E-01 -7.1637E-01
    19         9.1729E-04  6.0676E-01  1.1610E-01 -8.5171E-01  3.0027E-02 -9.2628E-02  1.1807E-01
    20         2.0076E-03  7.4640E-02 -2.8936E-01 -7.5256E-01  7.2921E-01 -6.6021E-01  4.3398E-01
    21         7.4799E-04 -8.4661E-01  8.4496E-01 -3.0315E-01 -4.2434E-01  8.6891E-01  7.1747E-01
    22         1.2017E-03  6.7939E-01  3.0613E-02 -7.3028E-01  6.8618E-01 -9.1460E-02 -2.8943E-01
    23         8.7988E-04 -3.8361E-01  3.7726E-01 -2.0587E-01 -3.7294E-01  8.0903E-01  9.2415E-01
    24         1.9147E-03  2.0616E-01 -5.4062E-01 -1.5478E-01  8.3537E-01  5.2799E-01  7.3151E-01
    25         1.6108E-04 -8.2530E-01  3.4278E-01 -5.7609E-01 -4.7332E-01  8.7982E-01  4.2175E-01
    26         6.4516E-04 -4.4245E-02  3.7587E-01 -2.5207E-01 -8.1770E-01 -4.3020E-01  5.9167E-01
    27         1.0645E-03  2.2974E-01  4.9568E-02 -9.4911E-01 -7.7979E-01  8.5804E-02 -5.3455E-01
    28         8.2316E-04  2.6496E-01 -6.4755E-01 -5.1469E-01 -4.6551E-01 -3.6662E-01  3.4997E-01
    29         7.7448E-04 -6.3786E-01  1.1569E-02 -1.3725E-01  5.4633E-01 -6.5252E-01  4.8125E-01
    30         1.9774E-03 -1.5477E-01 -9.4366E-01 -1.2096E-01  3.9501E-01  7.0233E-01  2.3941E-01
    31         1.1270E-03 -1.3414E-01  5.2847E-01 -8.1425E-01 -5.8066E-01  4.2071E-01 -5.8848E-01
    32         1.6862E-03  3.8619E-01 -9.4414E-01 -2.9939E-01 -9.7349E-01 -1.4248E-01  7.3265E-01
    33         9.0395E-04  9.6200E-01 -8.7252E-01 -6.9883E-01 -5.6700E-01  6.0202E-01 -6.0878E-02
    34         5.7220E-04  5.6077E-01 -9.9658E-01 -1.3966E-01  4.6225E-01 -7.4619E-02 -2.3027E-02
    35         1.0019E-03  6.2325E-01 -4.1341E-02 -9.0818E-01 -3.4334E-01 -8.3261E-01  3.8085E-01
    36         1.3164E-03 -9.3703E-01 -5.6499E-01  5.5628E-01  7.1099E-02  7.6904E-01  5.5759E-01
    37         5.4030E-04 -7.7735E-01 -6.0321E-01  4.7302E-01  1.4346E-01 -9.0414E-01 -4.3439E-01
    38         3.9830E-04  4.9017E-01  1.3882E-02 -2.0762E-01 -6.0504E-02  6.8840E-01  2.3634E-01
    39         9.3705E-05  4.6011E-01  1.1594E-02 -8.4488E-01 -3.5570E-01 -3.0175E-01  2.3835E-01
    40         1.0472E-03 -5.0840E-01  6.6424E-02 -4.3134E-01  8.1729E-01 -8.0759E-01 -9.7906E-01
    41         1.1259E-03 -7.0380E-01  2.0304E-01 -9.9723E-02  7.5162E-01 -5.0299E-01  3.8308E-01
    42         1.7803E-04  5.6116E-01 -2.3469E-01 -2.7036E-01  8.0872E-02 -6.0206E-01  5.4362E-01
    43         1.6209E-03  6.3837E-01 -7.8279E-01 -4.4379E-01  4.9967E-02  3.4451E-01 -5.0849E-01
    44         1.6318E-03 -2.8353E-01 -4.7818E-01 -8.4056E-01 -4.1764E-01 -2.1758E-01  8.0305E-01
    45         1.3013E-03  8.2965E-01 -5.0964E-01 -6.2170E-01  3.5966E-01  6.8196E-01 -2.4061E-01
    46         6.0653E-05 -7.8499E-01 -9.4737E-02  2.3861E-01 -8.6755E-02 -3.5491E-01 -3.9943E-01
    47         8.6706E-04 -4.7123E-01  6.2953E-01 -1.7933E-02  1.7767E-01 -8.3067E-01 -9.6088E-01
    48         1.0872E-03 -9.9041E-01  2.1995E-02  3.1224E-01 -6.8338E-01 -9.2230E-01 -6.8793E-01
    49         6.8655E-04 -4.0928E-01 -9.0042E-01  1.1860E-01 -1.5704E-01 -5.5141E-01 -2.9598E-01
    50         1.6253E-03 -7.5594E-01 -4.4459E-01 -4.1962E-01 -3.8821E-01 -7.5471E-01 -8.9783E-01
    51         9.9489E-04  1.4815E-01 -8.2964E-01 -2.8625E-01  6.7720E-01  5.6744E-01 -2.0075E-01
    52         9.1779E-04 -6.1066E-01 -2.2326E-01 -6.9042E-02  5.5642E-01 -9.2920E-01  2.5730E-01
    53         4.5650E-04 -7.6595E-01  5.9498E-01 -4.0059E-02 -6.4171E-01 -2.9493E-01  2.7609E-02
    54         5.0732E-05 -8.2856E-01  3.2669E-01 -3.0132E-01  3.2605E-01  8.6323E-02  7.9205E-01
    55         1.0396E-03  1.3681E-01 -2.5240E-01  3.9821E-01 -6.2337E-01  6.7819E-02  9.7681E-01
    56         1.5535E-03 -5.5073E-01  7.3679E-02  2.6768E-02  4.6475E-01  3.1826E-01  4.4882E-01
    57         1.7240E-04  6.6249E-01 -7.9403E-01 -9.9725E-01  7.7856E-02  4.9321E-01 -1.0223E-02
    58         6.2501E-04  4.5257E-01 -2.5507E-01 -6.4111E-01 -2.7541E-01  8.6168E-01  4.9468E-01
    59         2.0250E-04  4.4337E-01  1.1434E-01 -6.4332E-01 -7.5643E-02  3.8873E-01 -8.8090E-01
    60         7.9677E-04  3.9305E-01 -5.4353E-01  2.3522E-01  4.1728E-01 -6.1188E-01  5.2588E-01
    61         1.2700E-04  7.4031E-01 -5.3244E-01 -7.9552E-01 -5.9591E-01  2.5255E-01 -5.5443E-01
    62         7.7640E-04 -8.9480E-01  5.8384E-02 -7.0355E-02  2.4652E-01  9.6755E-01 -3.4713E-01
    63         1.5098E-03 -6.8111E-01 -8.6309E-02  1.1713E-01 -9.2900E-01 -5.1281E-01  7.4134E-01
    64         1.7477E-03 -2.5099E-01  4.7119E-01 -8.0341E-01  6.4757E-01  4.9670E-01 -2.4400E-01
    65         4.4373E-04 -1.4031E-01 -5.6130E-01 -1.7294E-01  2.1219E-01  8.2045E-01  3.2052E-01
    66         5.1248E-04  7.6056E-01 -4.6294E-01 -5.9348E-01  6.3299E-01  3.3020E-01  7.1645E-01
    67         2.0413E-04  6.9123E-01 -4.0758E-01 -8.2003E-01  9.9024E-01  8.1431E-01  8.6043E-01
    68         8.3862E-04  5.3119E-01 -6.2781E-01 -7.9571E-01  2.5700E-01 -1.4564E-01 -2.5994E-02
    69         1.3468E-03 -7.3235E-01  3.5124E-01 -8.9258E-01  5.0845E-01  4.2736E-01 -4.8106E-01
    70         1.9994E-03  9.9260E-02  5.9573E-01 -6.8529E-01 -4.6929E-01 -2.5149E-01 -5.7153E-01
    71         3.5992E-04  4.8001E-01 -2.0770E-01  5.1682E-02 -6.4647E-01 -9.8325E-01  8.6666E-01
    72         1.5897E-03  7.1974E-02  2.5561E-01 -1.3670E-01 -9.6090E-01 -7.6098E-01 -5.3857E-01
    73         9.6262E-04 -5.0127E-01  8.6489E-01 -5.3903E-01  1.5718E-01  6.9515E-01 -8.9338E-01
    74         6.9842E-04 -6.1642E-01  7.1662E-01 -6.5245E-01  8.9550E-01 -9.4520E-01  2.2623E-01
    75         7.8067E-04  8.0674E-01 -4.6700E-01 -3.9929E-01  4.1495E-01  8.9496E-01  7.5269E-01
    76         9.8753E-04 -6.7237E-01 -7.0927E-01 -4.4420E-01 -3.3511E-01 -1.0656E-01  3.2965E-01
    77         1.9838E-03 -5.1475E-01 -3.4812E-01  6.9316E-01 -9.2451E-01 -7.9869E-01  5.4142E-01
    78         1.7009E-03 -3.8513E-02 -5.9031E-01  4.5377E-01 -4.7843E-01 -2.0798E-01  9.3454E-01
    79         4.8444E-04  8.2186E-01 -8.3250E-01 -6.3708E-01  3.3646E-01 -2.1392E-02  8.4572E-01
    80         3.2169E-04 -3.7396E-01 -5.0361E-01 -1.3809E-01 -6.8135E-01  4.8834E-01 -1.4085E-01
    81         1.7443E-04 -5.1372E-01 -8.6472E-01  2.2521E-01  2.2871E-01 -7.6692E-01  3.4366E-01
    82         6.2086E-04  1.1873E-01  5.1192E-01 -6.4368E-01  4.1729E-01 -5.9517E-01 -3.9725E-01
    83         1.8591E-03  1.8899E-01 -6.2625E-01  3.6962E-01  5.8615E-01  1.5330E-01 -9.7000E-01
    84         1.2517E-03  3.8277E-01 -4.7232E-01 -4.9542E-01  8.4751E-01 -6.0716E-01  6.2524E-01
    85         8.7159E-04 -2.9638E-01  4.4015E-01  1.5391E-01 -7.7473E-01 -8.2254E-01 -9.1446E-01
    86         3.2885E-04 -8.6064E-01  4.3952E-01 -4.1400E-01 -7.3212E-01 -3.8116E-01 -5.8806E-03
    87         1.2234E-03 -6.9367E-01 -6.9890E-01  2.4733E-01 -6.2911E-01  2.7235E-01  9.3482E-01
    88         4.7474E-04  2.5127E-01  5.1870E-01 -8.8166E-01 -6.5350E-01 -7.8612E-01  1.0000E-01
    89         8.8622E-05 -5.7543E-01 -1.9833E-01 -6.8750E-01 -1.3698E-01 -2.7015E-01  2.6669E-01
    90         7.3972E-04  6.5948E-01 -3.6657E-01 -8.5117E-01 -3.0328E-03 -1.9032E-01 -3.0215E-01
    91         1.5126E-03 -8.9658E-01 -7.6091E-01  4.9201E-01 -4.1962E-01 -6.9962E-01  4.0419E-01
    92         1.5006E-03 -7.3268E-01  4.2411E-01 -2.7170E-01  9.0378E-01  8.9393E-01  8.2819E-02
    93         1.6409E-03 -3.3457E-02  6.2080E-02 -6.3696E-01 -7.4935E-01 -9.0645E-01  7.6687E-01
    94         3.3336E-04 -2.4671E-02 -1.7527E-01 -7.5140E-02  6.5971E-01  6.0449E-01  6.4367E-01
    95         2.9192E-04 -4.2419E-02 -3.5853E-01  3.4967E-01 -9.9026E-01 -6.0249E-01 -2.2810E-01
    96         2.9568E-05  1.8441E-01 -4.5120E-01 -4.0143E-01  5.6442E-01 -3.1100E-01 -6.0235E-01
    97         1.9671E-03 -4.1992E-01  4.7638E-01 -6.0560E-01 -1.5327E-01  6.9405E-01 -2.9170E-01
    98         1.4889E-03 -5.6246E-01 -8.2976E-01  1.8468E-01 -8.6709E-01  5.5019E-01  6.1724E-01
    99         2.5530E-04 -2.4797E-01 -7.4330E-01  4.8039E-01  3.6516E-01 -9.4416E-01 -9.2552E-01
   100         9.2027E-04 -8.4882E-01 -5.7572E-03 -4.0540E-01  8.8477E-01  6.4171E-03 -7.9336E-01
   101         4.3754E-04  4.1354E-01  3.6335E-01 -7.4226E-01 -3.1926E-01 -6.2852E-01  1.5223E-01
   102         1.4628E-03 -4.3063E-01  8.3111E-01 -6.1861E-01  4.3899E-01  1.5253E-01  8.2965E-01
   103         9.6389E-05  1.9670E-01  8.1428E-02 -4.9913E-01  2.1065E-01 -4.7927E-01  2.1011E-01
   104         1.8980E-03 -9.0872E-01 -3.5358E-01 -2.8821E-01  4.5003E-01 -3.8589E-01  5.8616E-01
   105         1.0112E-03 -6.8369E-01 -7.7051E-01 -4.7810E-01 -1.1813E-01 -6.9182E-02  7.3145E-01
   106         7.2801E-04  3.0464E-01  4.8854E-01 -9.6745E-01 -1.8857E-01  7.5031E-01  6.4606E-01
   107         8.9175E-04 -8.2277E-01 -1.8465E-01  2.8736E-01 -9.9985E-01  1.4274E-01  3.4437E-02
   108         3.0313E-04 -4.4505E-02  5.7920E-01 -7.4534E-01 -8.3451E-01  8.0102E-03  2.7166E-01
   109         9.2137E-04  7.5704E-01 -1.0208E-01 -8.9078E-01 -6.0897E-01 -3.1366E-01 -4.4796E-01
   110         3.2623E-04  1.9106E-01 -8.5067E-01  5.7275E-01  5.9797E-01 -6.0496E-02 -3.4579E-01
   111         2.3013E-04 -8.5558E-01 -7.6336E-01  4.2317E-01 -7.5339E-01  5.3753E-01  9.6447E-01
   112         1.6278E-03  6.6650E-01 -3.6710E-01 -9.4899E-01 -2.1778E-01 -5.2031E-01  8.9563E-01
   113         3.5974E-04  7.9385E-01 -1.2375E-01 -9.6415E-01 -6.5402E-01 -6.9957E-01  7.6889E-01
   114         3.9398E-04 -2.1574E-02  1.9107E-01 -3.4582E-02 -1.1304E-01  1.2816E-01  2.0561E-01
   115         6.1949E-04 -2.7457E-01 -6.5061E-01  4.1797E-01  1.8081E-01 -4.6037E-01  7.8591E-01
   116         1.6851E-03 -3.4770E-01 -1.2097E-01 -7.1310E-01 -4.1378E-01  9.4872E-02  5.9604E-01
   117         9.7308E-04 -2.7631E-01  7.3990E-01 -5.2192E-01  5.5646E-01 -4.4607E-01  3.6221E-01
   118         1.1440E-03  2.8209E-01 -1.3688E-02 -3.7423E-01  1.2729E-01  1.9098E-01 -9.1105E-01
   119         1.4875E-03 -4.7536E-01 -6.9271E-01  5.0385E-01  3.9401E-01  8.9650E-01 -4.5909E-01
   120         1.0190E-03  5.9426E-01 -8.1642E-01  5.0802E-03 -9.5082E-01 -3.2141E-01 -1.8971E-01
   121         5.3050E-04 -7.0748E-02 -2.2190E-01  2.1691E-01 -2.1623E-01 -6.1363E-02 -8.9322E-01
   122         6.2920E-04 -9.7543E-01 -2.4082E-01 -8.3363E-02 -2.5937E-01 -2.9689E-02 -9.3040E-01
   123         9.8459E-04 -3.0238E-01  8.3325E-02  1.7871E-01 -8.2970E-01  5.5431E-01  1.9020E-01
   124         6.9126E-04 -7.4159E-01  1.7182E-01 -4.2576E-01 -7.3630E-01  4.5541E-01  9.5860E-01
   125         1.5275E-04 -8.1015E-01 -4.6879E-01 -3.6283E-01 -2.0034E-01  2.2267E-01  1.5011E-01
   126         8.7024E-04 -4.3365E-02 -9.6451E-01  5.1930E-01  2.2599E-01  4.8747E-01  8.2538E-02
   127         3.9463E-05 -9.5544E-01 -2.9285E-01  2.7786E-01  6.8534E-01  4.5921E-01  7.6820E-01
   128         3.2707E-04  5.5079E-01 -6.8774E-01 -8.2100E-01 -7.1898E-01  8.1155E-01  9.6783E-01
   129         7.5675E-04 -4.9155E-01  9.0924E-01 -7.3301E-01  6.5543E-01  9.1360E-01  9.1289E-01
   130         5.0716E-04  1.7026E-01 -2.9102E-01 -5.6494E-01  1.4741E-01 -7.0649E-01  4.1396E-02
   131         1.5605E-03 -3.7264E-01 -9.2489E-02 -1.9911E-02 -2.0433E-01 -8.4615E-01  7.1957E-01
   132         1.1893E-04 -4.4808E-01 -4.0228E-01 -5.0702E-01  4.1359E-02 -2.2383E-01 -7.1036E-01
   133         3.8062E-04  4.1806E-01  2.8306E-01 -8.6605E-01  7.1243E-01 -4.2096E-01  8.9336E-01
   134         4.1801E-05  1.1165E-01 -2.6640E-01 -8.4291E-02  5.4301E-01 -2.7332E-01 -5.3893E-01
   135         6.6601E-04  3.0144E-01 -4.4576E-01 -5.6756E-01  5.3424E-01 -7.0306E-01 -2.3544E-01
   136         9.5370E-04 -6.1591E-01 -8.2561E-01  4.3882E-02  7.9280E-01 -8.4714E-01 -3.3255E-01
   137         1.2132E-03 -6.1221E-01 -4.0367E-01  6.1468E-01  2.1112E-01  3.5875E-01 -4.2852E-01
   138         1.8945E-03 -5.3039E-01  7.4957E-01 -5.5553E-01 -2.5274E-02 -5.1002E-01  3.6717E-01
   139         5.2948E-04 -8.0692E-01 -6.2750E-01  7.3905E-01  5.0403E-01 -9.9493E-01  6.2449E-01
   140         1.5540E-03 -6.4749E-01  1.0606E-01 -4.4464E-01 -3.5388E-01 -6.0152E-01 -2.0622E-01
   141         1.5996E-03  5.1734E-01 -9.2694E-01 -8.0476E-01  1.2342E-01 -6.7947E-01  6.2171E-02
   142         1.0960E-03 -7.0480E-01  3.1423E-01 -4.7824E-01 -7.6533E-01 -6.8803E-01  9.9079E-01
   143         1.9796E-03 -2.5673E-01 -8.9031E-01 -1.3049E-01  1.8357E-01 -9.2230E-01  1.1049E-02
   144         1.8452E-03  1.3921E-01  3.6750E-01 -2.0092E-01 -3.4200E-01 -6.0141E-01  3.5900E-01
   145         1.1427E-03 -8.9133E-02  5.7316E-01 -5.4954E-01  7.4007E-01  7.2596E-01 -1.3571E-01
   146         7.5215E-04 -7.2002E-01  8.3816E-01 -8.9880E-01  9.0602E-01 -2.3071E-01  7.2704E-01
   147         2.4073E-05  5.8022E-01 -5.0076E-01 -7.9053E-01 -2.0241E-01  5.3588E-01  5.3600E-01
   148         3.5658E-04 -5.9375E-01  8.9736E-01 -9.2150E-01 -2.8621E-01  2.9086E-01 -8.2724E-01
   149         2.0377E-03  5.2456E-01 -4.5151E-01 -2.6405E-01  8.0198E-02  5.6079E-01  5.9332E-01
   150         1.3405E-03 -5.3475E-01 -8.0429E-01 -2.8539E-01  2.4948E-01  6.6724E-01  9.7203E-01
   151         1.4747E-03  3.9919E-01 -8.5523E-01 -8.8977E-01 -9.5951E-01  8.0464E-01 -9.7644E-01
   152         1.2710E-04 -5.7772E-01  8.9499E-01 -9.9068E-01  4.8741E-01  9.0657E-01  7.3107E-02
   153         4.7289E-04 -4.7468E-01 -6.3979E-01  3.5379E-01  7.4216E-01  1.7746E-01  5.7578E-01
   154         8.3457E-04 -6.2794E-01 -6.2079E-01 -4.3658E-01  3.9848E-01 -4.7870E-02 -1.4089E-01
   155         1.2781E-03 -8.5449E-01 -8.2147E-01  9.6603E-01 -4.7785E-01 -2.6393E-01  3.8528E-01
   156         1.6750E-03 -9.0383E-01 -5.7414E-01  4.5601E-02 -9.5947E-01  1.5908E-01 -3.3544E-02
   157         1.5206E-04 -2.1342E-01 -1.2040E-01  3.7924E-01 -6.6786E-01  1.4428E-01 -2.3938E-01
   158         4.9944E-04  2.5817E-01 -7.7100E-01 -4.4390E-01 -9.4231E-01 -1.7249E-01 -4.8329E-01
   159         1.1749E-03 -2.9570E-01  7.9679E-01 -8.2503E-01  5.5215E-01  5.4205E-01 -7.0167E-01
   160         1.6266E-03 -1.9975E-01  3.7267E-01 -1.4384E-01 -9.5887E-01  7.7170E-01 -2.2640E-01
   161         8.7034E-04 -7.6332E-01  8.5635E-01 -8.3253E-01 -7.8656E-01  9.8333E-02 -6.2304E-02
   162         1.3324E-03 -3.0269E-01  4.8127E-01 -6.0554E-01  5.4035E-01  8.4404E-01  5.4712E-01
   163         4.2876E-04  8.5422E-01 -8.8742E-01 -2.9351E-01 -7.2795E-01  9.0537E-01 -1.6400E-01
   164         7.1077E-04 -1.8955E-01 -8.5370E-01 -9.1933E-02 -9.2101E-02  3.5805E-01 -9.0740E-01
   165         3.5387E-04  9.2530E-02  2.5427E-01 -5.4227E-01  2.0269E-01 -4.5297E-01  4.0274E-01
   166         1.0290E-03  1.1516E-01 -8.6228E-01 -6.0845E-01 -9.9574E-02 -6.2523E-01  6.5956E-01
   167         1.2431E-03  8.0917E-01 -9.0938E-01 -3.4811E-01  9.3492E-01  1.6072E-02  3.5339E-01
   168         5.1371E-04  6.9749E-01 -3.7713E-01 -3.2320E-01  6.9328E-01  1.9547E-01  8.6245E-01
   169         1.3764E-03 -5.2115E-01 -2.7259E-01  5.3535E-01  8.2639E-01 -5.3938E-01  3.8780E-02
   170         7.0905E-04 -2.0728E-01  4.0552E-01 -2.1258E-01  3.9554E-01 -5.8025E-01  4.2923E-01
   171         9.1921E-04  3.7529E-01 -4.3651E-02 -1.9001E-01 -7.3994E-01 -3.5657E-01 -9.7876E-01
   172         1.2061E-03 -8.1050E-01  2.7100E-01 -5.2306E-01 -3.1854E-01  3.7410E-01  6.4415E-01
   173         1.7169E-03 -1.1935E-01  2.2388E-01 -1.7849E-01  5.4261E-01  9.5510E-01  9.9110E-01
   174         1.6586E-03 -5.7295E-01 -2.9879E-01  1.6350E-01  4.7710E-01  9.3727E-01  8.6751E-01
   175         1.0074E-03 -4.2571E-01 -2.1061E-02 -8.0418E-01 -9.3024E-01  3.3742E-01  2.6018E-02
   176         7.7990E-04 -4.6953E-01 -5.7691E-01  8.2192E-01 -3.9267E-01  4.5133E-01 -3.4392E-02
   177         8.6441E-04 -9.8694E-01 -9.0645E-01 -8.5505E-01  2.6418E-01 -2.9475E-01 -8.8526E-01
   178         1.0681E-03 -4.7587E-01 -4.6730E-01  1.3959E-01 -1.1650E-01 -9.7993E-01  7.2877E-01
   179         4.5992E-04  3.4526E-01 -3.2877E-01 -8.8057E-01  1.1319E-01 -2.6476E-01 -5.9913E-01
   180         3.7623E-04 -7.1636E-01 -8.8614E-01 -9.3066E-01 -9.8686E-01  6.0375E-01  9.7928E-01
   181         1.2451E-03 -7.9501E-01  2.9845E-01 -5.4728E-02  8.3882E-01  4.5619E-01 -8.5438E-01
   182         1.7532E-03 -7.2591E-01 -6.4044E-02 -7.3464E-01 -7.9745E-01  2.3442E-01 -4.2920E-02
   183         3.1857E-04 -3.2956E-01  4.0849E-01  2.1126E-01  6.9398E-01 -4.8761E-01 -2.7473E-01
   184         1.2392E-03 -8.9465E-01  3.3062E-01 -5.0944E-01  5.7176E-01 -2.2554E-01 -5.3744E-01
   185         1.2121E-03 -7.3261E-01 -7.9989E-01  5.9117E-01 -4.0069E-02  9.6933E-01 -8.7878E-01
   186         1.8422E-03  6.9904E-01 -2.1087E-01 -6.7103E-01 -8.1400E-01 -8.2288E-01 -7.5596E-01
   187         1.1817E-03 -2.1208E-01 -3.3385E-01 -2.0979E-01 -4.6269E-01  4.8022E-01 -3.3536E-01
   188         9.8747E-04 -1.6156E-02  4.6620E-01 -3.6820E-01  7.8468E-01  2.6416E-01  5.2091E-01
   189         8.4840E-04 -8.5837E-01 -2.5227E-01 -7.2672E-01  7.4173E-01 -1.7268E-01  5.4123E-01
   190         2.7343E-04 -7.6646E-01 -5.0623E-01 -6.6388E-03  5.3318E-01 -7.8457E-01  1.8583E-01
   191         1.3946E-03 -1.9920E-01  4.5278E-01 -2.9211E-01 -4.4758E-01 -2.2395E-01  1.4062E-01
   192         1.8169E-03 -8.9326E-02 -9.9125E-01  4.1659E-01  2.5162E-01  9.4496E-01 -1.6983E-01
   193         1.9346E-03  3.5731E-01 -1.2980E-01 -2.1556E-02 -3.2416E-02 -8.8063E-01  5.5969E-01
   194         7.5588E-04  7.7742E-01 -6.7981E-01 -7.6936E-01  6.6173E-01 -6.3523E-01 -5.1878E-01
   195         1.4123E-03  1.2974E-01  4.6040E-01 -5.6442E-01  5.8653E-01  6.1783E-01 -7.3031E-01
   196         1.0186E-03  2.0750E-01  2.0757E-01 -3.8466E-02 -9.4409E-01  1.1687E-01  9.7954E-02
   197         9.9072E-04 -3.1867E-01 -9.9185E-01  6.0329E-01 -7.2212E-01 -1.7184E-01  3.5127E-01
   198         1.3096E-04 -8.0310E-01 -2.0849E-01  4.4639E-01 -1.2194E-01 -4.7621E-01  8.1188E-01
   199         5.6926E-04 -3.8880E-01 -3.9777E-01  4.7009E-01  9.7572E-01  4.2521E-01  5.3756E-02
   200         9.3055E-04 -8.5719E-01  3.3883E-01  1.6303E-02  2.3346E-01 -9.1450E-01  4.2184E-01
   201         1.8186E-03  3.4133E-01  1.9960E-01 -5.7237E-01  6.9737E-01  3.6612E-01  1.9409E-01
   202         1.1184E-03 -3.5975E-01  3.3438E-01  6.5548E-03 -1.0002E-01  6.2475E-01 -4.8612E-01
   203         8.5719E-04  2.2522E-01  3.6937E-01 -6.4805E-01 -9.6174E-01 -6.6337E-01  6.3598E-01
   204         1.3199E-03  2.2639E-01 -7.4316E-01 -5.9013E-01 -4.1599E-01 -8.2243E-01 -1.8918E-01
   205         1.4065E-03 -4.4209E-01 -1.0641E-01 -4.7230E-01  4.8475E-01  4.6525E-01 -8.6641E-01
   206         1.9163E-03  7.9163E-01 -7.3455E-01 -8.7479E-01 -5.7449E-01  6.5810E-01  5.3661E-01
   207         1.3391E-03  8.9448E-01 -8.7693E-01 -6.8861E-01  1.0406E-01 -7.6016E-01 -7.1570E-01
   208         1.2750E-03 -6.3977E-01  2.6796E-02  1.8968E-01 -5.6618E-01 -5.2408E-01 -2.7010E-01
   209         8.3460E-04 -8.7541E-01  5.8526E-01 -6.2390E-01  8.1014E-01 -7.2311E-01 -5.2557E-02
   210         1.8846E-03 -6.1593E-01 -3.9660E-01 -8.8091E-01 -2.9478E-01 -6.8966E-01 -1.5211E-02
   211         1.2374E-03 -3.3657E-02  2.9628E-01 -5.4519E-01 -3.7914E-01  3.5044E-01  4.5262E-02
   212         1.4331E-03  2.7771E-01 -7.5942E-01 -3.1216E-01  9.9033E-01  4.4433E-02  6.7699E-01
   213         1.4359E-03 -9.4712E-01  7.2395E-01 -1.3185E-01  9.6859E-02  9.5913E-01  2.9175E-01
   214         1.6497E-03  3.7700E-02 -7.3209E-02  1.6439E-01 -1.7679E-01 -5.2486E-01 -6.7936E-01
   215         1.3715E-04  5.8750E-01 -6.6921E-02 -7.6771E-01  9.9739E-01 -7.7677E-01  3.5986E-02
   216         1.9776E-03  9.8767E-01 -9.7682E-01 -9.2863E-01 -8.9381E-01 -1.5437E-02 -5.8110E-01
   217         1.4285E-03  5.5399E-01 -5.8827E-02 -2.1260E-01  3.6189E-02  8.3607E-01 -8.7932E-01
   218         1.6841E-03 -9.7066E-01 -8.8766E-01  3.6002E-01  8.3883E-01 -3.2922E-01 -6.6425E-01
   219         1.8940E-03  9.5216E-01 -6.9498E-01 -7.9946E-01  4.6356E-01  6.1400E-01  3.6716E-01
   220         1.9527E-03  2.6713E-01 -2.3651E-01 -6.6245E-01  2.5833E-02 -9.6513E-01 -2.5866E-01
   221         1.5749E-03 -3.9539E-01  6.9907E-01 -9.7325E-01 -3.6591E-01 -7.2547E-01 -1.2216E-01
