Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-04   1.000000E-02          5.000000E+00           100               1.000000E+00

 Body        Mass           x           y           z          vx          vy          vz
 29         1.0000E-02  3.2693E-01  7.7513E-01  1.1706E-01  0.0000E+00  0.0000E+00  0.0000E+00
 30         1.0000E-02  4.1523E-01  1.0359E-01  6.6802E-01  0.0000E+00  0.0000E+00  0.0000E+00
 31         1.0000E-02  1.5050E-01  2.6293E-01  4.2460E-01  0.0000E+00  0.0000E+00  0.0000E+00
 32         1.0000E-02  7.3565E-01  3.4663E-01  3.4078E-01  0.0000E+00  0.0000E+00  0.0000E+00
 33         1.0000E-02  1.2980E-01  9.2295E-01  2.5075E-01  0.0000E+00  0.0000E+00  0.0000E+00
 34         1.0000E-02  6.3585E-01  2.0543E-01  5.9260E-02  0.0000E+00  0.0000E+00  0.0000E+00
 35         1.0000E-02  8.1556E-02  6.8235E-01  3.0798E-01  0.0000E+00  0.0000E+00  0.0000E+00
 36         1.0000E-02  4.4678E-01  5.6158E-01  2.9613E-01  0.0000E+00  0.0000E+00  0.0000E+00
 37         1.0000E-02  6.2866E-01  2.2889E-01  6.0797E-02  0.0000E+00  0.0000E+00  0.0000E+00
 38         1.0000E-02  9.7047E-01  1.6112E-01  6.5301E-02  0.0000E+00  0.0000E+00  0.0000E+00
 39         1.0000E-02  4.0342E-01  1.4398E-01  6.2837E-01  0.0000E+00  0.0000E+00  0.0000E+00
 40         1.0000E-02  6.7862E-01  7.4113E-02  4.8620E-01  0.0000E+00  0.0000E+00  0.0000E+00
 41         1.0000E-02  3.1394E-01  7.2977E-01  4.6747E-01  0.0000E+00  0.0000E+00  0.0000E+00
 42         1.0000E-02  2.2934E-01  3.9031E-01  8.7823E-01  0.0000E+00  0.0000E+00  0.0000E+00
 43         1.0000E-02  6.5583E-01  7.7080E-02  3.7910E-01  0.0000E+00  0.0000E+00  0.0000E+00
 44         1.0000E-02  6.7864E-01  4.7637E-01  3.4618E-02  0.0000E+00  0.0000E+00  0.0000E+00
 45         1.0000E-02  7.6735E-01  2.9163E-01  4.2880E-01  0.0000E+00  0.0000E+00  0.0000E+00
 46         1.0000E-02  5.8207E-01  6.2919E-01  1.6861E-01  0.0000E+00  0.0000E+00  0.0000E+00
 47         1.0000E-02  2.3829E-01  9.6135E-01  1.2778E-01  0.0000E+00  0.0000E+00  0.0000E+00
 48         1.0000E-02  9.4723E-01  2.2986E-01  9.2233E-02  0.0000E+00  0.0000E+00  0.0000E+00
 49         1.0000E-02  2.9180E-01  7.6885E-01  2.7608E-01  0.0000E+00  0.0000E+00  0.0000E+00
 50         1.0000E-02  2.4528E-01  7.9281E-01  3.1945E-01  0.0000E+00  0.0000E+00  0.0000E+00
 51         1.0000E-02  6.3046E-02  9.0301E-01  1.8732E-01  0.0000E+00  0.0000E+00  0.0000E+00
 52         1.0000E-02  1.1049E-01  9.3866E-01  2.6120E-01  0.0000E+00  0.0000E+00  0.0000E+00
 53         1.0000E-02  4.0534E-01  7.4372E-01  3.9938E-02  0.0000E+00  0.0000E+00  0.0000E+00
 54         1.0000E-02  7.2105E-01  3.3221E-01  7.1776E-03  0.0000E+00  0.0000E+00  0.0000E+00
 55         1.0000E-02  2.5858E-01  3.0480E-01  6.0210E-02  0.0000E+00  0.0000E+00  0.0000E+00
 56         1.0000E-02  5.4184E-01  4.4705E-01  4.8650E-01  0.0000E+00  0.0000E+00  0.0000E+00
 57         1.0000E-02  6.5181E-01  9.0078E-02  7.1938E-01  0.0000E+00  0.0000E+00  0.0000E+00
 58         1.0000E-02  2.0004E-01  2.4309E-01  6.1333E-01  0.0000E+00  0.0000E+00  0.0000E+00
 59         1.0000E-02  1.3774E-02  7.4383E-01  2.1021E-01  0.0000E+00  0.0000E+00  0.0000E+00
 60         1.0000E-02  4.8998E-01  4.4032E-01  6.6869E-01  0.0000E+00  0.0000E+00  0.0000E+00
 61         1.0000E-02  7.0992E-01  2.2125E-01  3.7958E-01  0.0000E+00  0.0000E+00  0.0000E+00
 62         1.0000E-02  7.0738E-01  4.4127E-01  4.4720E-01  0.0000E+00  0.0000E+00  0.0000E+00
 63         1.0000E-02  8.3629E-01  9.2838E-02  1.2346E-01  0.0000E+00  0.0000E+00  0.0000E+00
 64         1.0000E-02  7.8024E-01  5.8170E-01  6.1459E-02  0.0000E+00  0.0000E+00  0.0000E+00
 65         1.0000E-02  2.8418E-01  4.3997E-01  4.0426E-03  0.0000E+00  0.0000E+00  0.0000E+00
 66         1.0000E-02  5.2992E-01  3.7450E-01  3.1948E-01  0.0000E+00  0.0000E+00  0.0000E+00
 67         1.0000E-02  4.5660E-01  4.4090E-01  2.6342E-01  0.0000E+00  0.0000E+00  0.0000E+00
 68         1.0000E-02  9.4929E-01  8.0938E-02  1.4253E-01  0.0000E+00  0.0000E+00  0.0000E+00
 69         1.0000E-02  1.6068E-01  5.8262E-02  5.5268E-01  0.0000E+00  0.0000E+00  0.0000E+00
 70         1.0000E-02  2.6762E-01  2.1155E-01  2.6822E-01  0.0000E+00  0.0000E+00  0.0000E+00
 71         1.0000E-02  3.9640E-01  1.6833E-01  1.0722E-01  0.0000E+00  0.0000E+00  0.0000E+00
 72         1.0000E-02  9.4529E-01  2.6606E-01  6.2197E-02  0.0000E+00  0.0000E+00  0.0000E+00
 73         1.0000E-02  2.9112E-01  2.8390E-01  2.2945E-01  0.0000E+00  0.0000E+00  0.0000E+00
 74         1.0000E-02  2.4300E-02  5.2543E-01  3.4250E-01  0.0000E+00  0.0000E+00  0.0000E+00
 75         1.0000E-02  5.1360E-02  3.7571E-01  3.6687E-01  0.0000E+00  0.0000E+00  0.0000E+00
 76         1.0000E-02  4.5657E-02  6.2073E-01  2.7433E-01  0.0000E+00  0.0000E+00  0.0000E+00
 77         1.0000E-02  4.8906E-01  2.4132E-01  4.0379E-01  0.0000E+00  0.0000E+00  0.0000E+00
 78         1.0000E-02  6.3335E-01  9.7988E-02  5.4505E-01  0.0000E+00  0.0000E+00  0.0000E+00
 79         1.0000E-02  5.4623E-01  6.1020E-01  2.7350E-01  0.0000E+00  0.0000E+00  0.0000E+00
 80         1.0000E-02  1.5085E-01  1.4656E-01  4.9538E-02  0.0000E+00  0.0000E+00  0.0000E+00
 81         1.0000E-02  1.9534E-02  7.4254E-01  2.9427E-02  0.0000E+00  0.0000E+00  0.0000E+00
 82         1.0000E-02  5.0845E-01  5.7933E-01  4.1060E-01  0.0000E+00  0.0000E+00  0.0000E+00
 83         1.0000E-02  7.2712E-01  1.4323E-01  5.2620E-01  0.0000E+00  0.0000E+00  0.0000E+00
 84         1.0000E-02  4.8777E-02  4.6375E-01  8.6680E-01  0.0000E+00  0.0000E+00  0.0000E+00
 85         1.0000E-02  8.5794E-01  1.9263E-02  2.5052E-01  0.0000E+00  0.0000E+00  0.0000E+00
 86         1.0000E-02  6.4223E-01  7.0910E-01  2.1762E-01  0.0000E+00  0.0000E+00  0.0000E+00
 87         1.0000E-02  3.7585E-01  8.5601E-01  1.1027E-01  0.0000E+00  0.0000E+00  0.0000E+00
 88         1.0000E-02  3.2348E-01  8.9640E-01  2.1668E-01  0.0000E+00  0.0000E+00  0.0000E+00
 89         1.0000E-02  8.7556E-01  6.2729E-02  4.3990E-01  0.0000E+00  0.0000E+00  0.0000E+00
 90         1.0000E-02  9.6991E-01  1.3349E-01  5.2791E-02  0.0000E+00  0.0000E+00  0.0000E+00
 91         1.0000E-02  7.0112E-01  3.7127E-01  1.9730E-01  0.0000E+00  0.0000E+00  0.0000E+00
 92         1.0000E-02  3.2000E-01  7.5599E-01  9.6916E-02  0.0000E+00  0.0000E+00  0.0000E+00
 93         1.0000E-02  3.4937E-01  2.9021E-01  5.9540E-01  0.0000E+00  0.0000E+00  0.0000E+00
 94         1.0000E-02  4.1643E-01  6.0518E-01  4.2735E-02  0.0000E+00  0.0000E+00  0.0000E+00
 95         1.0000E-02  9.8364E-01  5.9815E-02  1.6718E-01  0.0000E+00  0.0000E+00  0.0000E+00
 96         1.0000E-02  1.3980E-01  5.5652E-01  5.7737E-02  0.0000E+00  0.0000E+00  0.0000E+00
 97         1.0000E-02  2.0285E-01  4.8211E-01  8.3849E-01  0.0000E+00  0.0000E+00  0.0000E+00
 98         1.0000E-02  2.7841E-01  1.1643E-01  4.8442E-01  0.0000E+00  0.0000E+00  0.0000E+00
 99         1.0000E-02  6.8530E-01  2.4295E-01  3.8689E-02  0.0000E+00  0.0000E+00  0.0000E+00
100         1.0000E-02  6.4153E-01  2.0468E-01  8.5305E-02  0.0000E+00  0.0000E+00  0.0000E+00
