Time step      Output time step      Final time       Number of bodies
1.000000E-04   1.000000E-02          5.000000E+00           100

 Body        Mass           x           y           z          vx          vy          vz
 24         1.0000E-02  1.2637E-01  4.3644E-01  8.7603E-01  0.0000E+00  0.0000E+00  0.0000E+00
 25         1.0000E-02  3.6254E-01  4.2507E-01  6.7434E-01  0.0000E+00  0.0000E+00  0.0000E+00
 26         1.0000E-02  9.3021E-01  2.0360E-01  2.5879E-01  0.0000E+00  0.0000E+00  0.0000E+00
 27         1.0000E-02  7.4159E-01  5.1413E-01  1.3089E-01  0.0000E+00  0.0000E+00  0.0000E+00
 28         1.0000E-02  9.5547E-01  2.8673E-01  1.5598E-02  0.0000E+00  0.0000E+00  0.0000E+00
 29         1.0000E-02  5.8637E-01  5.1160E-01  2.9093E-01  0.0000E+00  0.0000E+00  0.0000E+00
 30         1.0000E-02  7.3704E-01  6.0934E-01  1.4439E-01  0.0000E+00  0.0000E+00  0.0000E+00
 31         1.0000E-02  5.6079E-02  8.2153E-01  4.7688E-01  0.0000E+00  0.0000E+00  0.0000E+00
 32         1.0000E-02  6.3222E-01  7.4246E-01  1.3974E-01  0.0000E+00  0.0000E+00  0.0000E+00
 33         1.0000E-02  7.1040E-01  1.1471E-01  2.9204E-01  0.0000E+00  0.0000E+00  0.0000E+00
 34         1.0000E-02  9.8627E-01  9.6619E-03  1.3174E-01  0.0000E+00  0.0000E+00  0.0000E+00
 35         1.0000E-02  6.5144E-02  9.0605E-01  3.6228E-01  0.0000E+00  0.0000E+00  0.0000E+00
 36         1.0000E-02  3.0853E-01  3.4058E-01  1.4641E-01  0.0000E+00  0.0000E+00  0.0000E+00
 37         1.0000E-02  1.6509E-02  1.9795E-01  8.4728E-01  0.0000E+00  0.0000E+00  0.0000E+00
 38         1.0000E-02  5.7121E-01  1.8310E-01  6.5650E-01  0.0000E+00  0.0000E+00  0.0000E+00
 39         1.0000E-02  4.7306E-01  8.1330E-03  3.7337E-01  0.0000E+00  0.0000E+00  0.0000E+00
 40         1.0000E-02  1.6245E-01  4.2846E-01  4.9857E-02  0.0000E+00  0.0000E+00  0.0000E+00
 41         1.0000E-02  3.8518E-01  9.0319E-01  3.1481E-02  0.0000E+00  0.0000E+00  0.0000E+00
 42         1.0000E-02  5.6141E-01  4.0553E-02  6.9131E-01  0.0000E+00  0.0000E+00  0.0000E+00
 43         1.0000E-02  7.5587E-01  1.6876E-01  4.2515E-01  0.0000E+00  0.0000E+00  0.0000E+00
 44         1.0000E-02  2.6184E-01  3.7762E-03  6.3429E-01  0.0000E+00  0.0000E+00  0.0000E+00
 45         1.0000E-02  1.9738E-01  5.3263E-01  7.6216E-01  0.0000E+00  0.0000E+00  0.0000E+00
 46         1.0000E-02  3.6511E-01  5.8760E-01  9.9458E-02  0.0000E+00  0.0000E+00  0.0000E+00
 47         1.0000E-02  2.6348E-01  2.8479E-01  4.4804E-01  0.0000E+00  0.0000E+00  0.0000E+00
 48         1.0000E-02  1.9511E-01  6.9205E-01  2.6730E-01  0.0000E+00  0.0000E+00  0.0000E+00
 49         1.0000E-02  4.9341E-01  8.0195E-01  1.0188E-01  0.0000E+00  0.0000E+00  0.0000E+00
 50         1.0000E-02  2.0922E-01  9.4961E-01  1.0256E-01  0.0000E+00  0.0000E+00  0.0000E+00
 51         1.0000E-02  6.7078E-01  3.6102E-01  9.9069E-02  0.0000E+00  0.0000E+00  0.0000E+00
 52         1.0000E-02  6.7964E-01  4.3667E-02  6.0385E-01  0.0000E+00  0.0000E+00  0.0000E+00
 53         1.0000E-02  3.9054E-01  9.1073E-01  1.1231E-01  0.0000E+00  0.0000E+00  0.0000E+00
 54         1.0000E-02  9.8710E-01  3.0926E-02  1.0061E-01  0.0000E+00  0.0000E+00  0.0000E+00
 55         1.0000E-02  3.6596E-01  7.7663E-01  9.3660E-02  0.0000E+00  0.0000E+00  0.0000E+00
 56         1.0000E-02  5.8675E-03  5.9450E-01  3.5025E-01  0.0000E+00  0.0000E+00  0.0000E+00
 57         1.0000E-02  9.7366E-01  6.6161E-02  1.9513E-01  0.0000E+00  0.0000E+00  0.0000E+00
 58         1.0000E-02  2.7791E-01  4.2915E-01  3.5158E-01  0.0000E+00  0.0000E+00  0.0000E+00
 59         1.0000E-02  6.0767E-01  6.9684E-01  5.0146E-02  0.0000E+00  0.0000E+00  0.0000E+00
 60         1.0000E-02  7.0834E-01  6.3703E-01  1.1199E-01  0.0000E+00  0.0000E+00  0.0000E+00
 61         1.0000E-02  9.4122E-01  8.1634E-02  1.0136E-01  0.0000E+00  0.0000E+00  0.0000E+00
 62         1.0000E-02  8.1414E-01  4.2208E-02  3.5348E-01  0.0000E+00  0.0000E+00  0.0000E+00
 63         1.0000E-02  3.6179E-01  2.0140E-01  1.1620E-01  0.0000E+00  0.0000E+00  0.0000E+00
 64         1.0000E-02  1.3459E-01  5.1767E-02  5.1432E-01  0.0000E+00  0.0000E+00  0.0000E+00
 65         1.0000E-02  6.2937E-01  7.1716E-01  2.6717E-01  0.0000E+00  0.0000E+00  0.0000E+00
 66         1.0000E-02  4.8140E-01  3.0246E-01  4.8137E-01  0.0000E+00  0.0000E+00  0.0000E+00
 67         1.0000E-02  2.5913E-01  9.3077E-02  2.3047E-01  0.0000E+00  0.0000E+00  0.0000E+00
 68         1.0000E-02  9.0689E-01  1.5491E-02  3.0641E-01  0.0000E+00  0.0000E+00  0.0000E+00
 69         1.0000E-02  4.8247E-01  3.3419E-01  3.4425E-01  0.0000E+00  0.0000E+00  0.0000E+00
 70         1.0000E-02  9.5202E-02  5.4036E-01  4.9095E-01  0.0000E+00  0.0000E+00  0.0000E+00
 71         1.0000E-02  3.7409E-01  3.7079E-01  6.9030E-01  0.0000E+00  0.0000E+00  0.0000E+00
 72         1.0000E-02  7.6084E-01  1.6852E-01  6.2019E-01  0.0000E+00  0.0000E+00  0.0000E+00
 73         1.0000E-02  9.2053E-01  1.4508E-01  2.6850E-01  0.0000E+00  0.0000E+00  0.0000E+00
 74         1.0000E-02  9.7792E-02  7.5590E-01  4.2659E-01  0.0000E+00  0.0000E+00  0.0000E+00
 75         1.0000E-02  2.0893E-01  4.4551E-01  6.7080E-01  0.0000E+00  0.0000E+00  0.0000E+00
 76         1.0000E-02  8.6008E-01  9.8241E-03  4.1121E-01  0.0000E+00  0.0000E+00  0.0000E+00
 77         1.0000E-02  7.1225E-01  4.9032E-01  4.5601E-01  0.0000E+00  0.0000E+00  0.0000E+00
 78         1.0000E-02  2.9729E-01  4.9549E-01  6.0249E-01  0.0000E+00  0.0000E+00  0.0000E+00
 79         1.0000E-02  7.4886E-01  3.9320E-01  3.1592E-01  0.0000E+00  0.0000E+00  0.0000E+00
 80         1.0000E-02  2.0530E-01  7.3610E-01  1.4413E-01  0.0000E+00  0.0000E+00  0.0000E+00
 81         1.0000E-02  3.8771E-01  3.4813E-01  2.6290E-01  0.0000E+00  0.0000E+00  0.0000E+00
 82         1.0000E-02  9.4835E-01  1.0988E-01  2.0398E-01  0.0000E+00  0.0000E+00  0.0000E+00
 83         1.0000E-02  8.9567E-01  7.2821E-02  1.3223E-01  0.0000E+00  0.0000E+00  0.0000E+00
 84         1.0000E-02  4.5234E-01  7.7862E-01  2.5528E-01  0.0000E+00  0.0000E+00  0.0000E+00
 85         1.0000E-02  7.7441E-01  4.6269E-01  3.6510E-01  0.0000E+00  0.0000E+00  0.0000E+00
 86         1.0000E-02  9.2166E-01  4.4719E-02  2.9557E-01  0.0000E+00  0.0000E+00  0.0000E+00
 87         1.0000E-02  3.0056E-01  7.8469E-01  6.6931E-02  0.0000E+00  0.0000E+00  0.0000E+00
 88         1.0000E-02  8.9553E-01  1.1107E-01  9.7206E-03  0.0000E+00  0.0000E+00  0.0000E+00
 89         1.0000E-02  6.8166E-01  2.4582E-01  3.4000E-01  0.0000E+00  0.0000E+00  0.0000E+00
 90         1.0000E-02  5.7484E-01  1.6524E-01  2.3759E-01  0.0000E+00  0.0000E+00  0.0000E+00
 91         1.0000E-02  6.0877E-01  1.4322E-01  2.5851E-01  0.0000E+00  0.0000E+00  0.0000E+00
 92         1.0000E-02  6.9350E-01  4.9645E-01  4.2340E-01  0.0000E+00  0.0000E+00  0.0000E+00
 93         1.0000E-02  7.0429E-01  1.2168E-01  2.0419E-02  0.0000E+00  0.0000E+00  0.0000E+00
 94         1.0000E-02  5.6539E-01  2.6946E-01  2.2055E-01  0.0000E+00  0.0000E+00  0.0000E+00
 95         1.0000E-02  8.9595E-01  9.2205E-02  1.4176E-01  0.0000E+00  0.0000E+00  0.0000E+00
 96         1.0000E-02  4.2128E-01  1.1657E-01  5.4143E-01  0.0000E+00  0.0000E+00  0.0000E+00
 97         1.0000E-02  4.8868E-01  6.8598E-01  2.9170E-01  0.0000E+00  0.0000E+00  0.0000E+00
 98         1.0000E-02  2.7608E-01  2.5187E-01  5.6864E-01  0.0000E+00  0.0000E+00  0.0000E+00
 99         1.0000E-02  6.5453E-01  6.6357E-01  1.8640E-01  0.0000E+00  0.0000E+00  0.0000E+00
100         1.0000E-02  6.6234E-01  2.2361E-02  2.3915E-02  0.0000E+00  0.0000E+00  0.0000E+00
