73.04    -12.110     11.122      0.066      0.312     -0.037      0.103
15.91     56.149      4.903     -3.178      0.780      0.167      0.821
86.03    -17.695     -0.743    -23.278      0.257     -0.111     -0.009
10.76    -14.525     -5.989    -23.336     -0.146      0.881     -0.027
31.10     -1.786     23.031     20.253     -0.106     -0.167      0.073
97.67     -9.707    -34.226     -3.881      0.130      0.032     -0.027
38.83     -0.870     28.518     98.806     -0.080     -0.160     -0.000
48.16    -25.897     -0.464     -5.966     -0.092     -0.088      0.337
81.79     21.880    -28.739     69.630     -0.160     -0.332      0.333
18.63     37.654     35.184    -12.997      0.243      0.866     -0.087
50.97     24.918     47.986     16.020      0.045     -0.380     -0.243
98.26    -11.035     -0.629     26.323     -0.250     -0.293     -0.166
47.61     -3.915     25.875      1.197     -0.013     -0.095      0.378
69.01     50.154     41.491      0.833      0.557      0.150      0.695
57.26     79.246     53.128    -11.286     -0.151      0.548     -0.084
89.72     60.886     27.510     -9.107      0.724      0.229     -0.030
39.54     -9.795     83.329     73.673     -0.460     -0.047     -0.049
68.05      7.034     -5.646    -35.827      0.274      0.222     -0.231
70.78     10.020     -9.716    -26.260     -0.010      0.487     -0.214
38.98     -0.717     17.741     51.842      0.546     -0.068     -0.026
49.65     -9.236     -1.180    -21.918      0.550     -0.037      0.284
92.12    -13.981     -0.190     32.935     -0.085     -0.308     -0.002
59.47      3.225     -2.781     46.818     -0.259     -0.024     -0.109
63.99    -19.436     80.993    -11.096      0.119      0.247      0.711
82.87     -7.782     43.431    -12.364      0.410      0.300     -0.202
81.39    -17.262    -13.035     -7.298     -0.160      0.487     -0.172
 4.90     84.026     38.313    -29.128      0.918     -0.016      0.625
28.05     77.740     33.827      6.776     -0.176     -0.203     -0.080
26.93    -27.697    -28.261     35.903     -0.256      0.525      0.221
26.72     16.538     -4.156     85.116     -0.002      0.030      0.049
32.20    -12.542     -4.131    -19.009     -0.447      0.860      0.454
95.37     64.427     -4.505     19.537     -0.019      0.564      0.243
66.91    -20.876    -16.122     16.687     -0.029     -0.211     -0.318
 5.12     -3.318     69.813     11.394      0.141     -0.308     -0.198
95.91     -4.052     44.534     -4.570     -0.128     -0.177      0.772
65.85     33.500     -2.306     24.517      0.170      0.273     -0.179
16.99    -11.196    -20.852    -13.823     -0.169      0.631     -0.054
46.56    -11.777     25.429    -25.659     -0.104     -0.018     -0.095
34.13      8.329    -27.987    -31.029     -0.353      0.731      0.357
32.15    -21.970     -0.877    -27.782     -0.151     -0.004      0.530
16.40     21.982     -0.240    -20.865     -0.192      0.206     -0.056
65.75     32.208     67.566     -4.655     -0.283      0.250     -0.042
70.58     -5.443     25.323    -16.663      0.600      0.397     -0.060
43.67     54.040     -1.644     51.312      0.637     -0.000     -0.214
77.66     59.607     49.731     66.106      0.501     -0.301     -0.101
78.76    -10.741     55.237     -5.656      0.202      0.073      0.530
 2.11     -1.094    -21.728     55.417     -0.086     -0.225     -0.082
98.44     -0.530     48.652     -5.005     -0.011      0.474     -0.221
38.52     41.286     69.696    -29.161      0.287     -0.235     -0.059
 6.66     45.562     -8.100     -6.658      0.479      0.379      0.325
80.54     42.653     10.311     -5.863      0.022     -0.033      0.204
33.48    -19.915    -18.333     38.863      0.318     -0.170     -0.052
87.79     21.151     -2.121     -5.933     -0.138      0.341      0.377
70.09     -0.955     -3.781     -0.526      0.260      0.169      0.228
93.73     60.994     -9.142    -14.441     -0.186     -0.017     -0.079
74.09    -13.335     34.510     23.685      0.065      0.655      0.412
98.95     -1.609     -2.735     26.777      0.540     -0.017      0.089
43.56     -4.498    -10.549     -2.262      0.281     -0.068     -0.239
53.26     20.136     31.192     -1.784      0.604      0.501     -0.215
61.72      8.368     -6.706     10.256      0.420      0.120      0.292
66.86    -10.970     37.150     -5.121      0.403     -0.301     -0.038
 0.21     51.759     73.508     -8.274      0.252     -0.218      0.158
97.25    -28.829    -10.892     22.609     -0.376      0.107     -0.004
45.39     -1.811     35.212     -8.156      0.271      0.078      0.614
51.93    -24.604      1.510     26.037      0.496     -0.138      0.110
86.77    -11.237    -26.506     46.250     -0.052      0.268     -0.077
54.02      5.412     32.949     -2.834     -0.186      0.598      0.475
71.71     55.131     -0.980      1.824      0.241     -0.292     -0.213
37.31     54.708     43.881     53.917     -0.092     -0.160      0.608
82.63      7.167     31.871     48.885      0.361     -0.133      0.402
70.23    -10.529    -16.181    -13.963      0.057      0.058     -0.298
64.15     66.689     -7.964     -5.425      0.330      0.643      0.205
 8.25     55.532     51.128    -12.648      0.630     -0.125     -0.010
79.86    -21.897    -19.614    -41.133     -0.046     -0.076      0.649
76.61     21.222     19.426     40.571     -0.316     -0.056     -0.045
85.02     -7.941    -11.711    -15.738      0.683      0.288      0.866
15.67     51.667     -4.550     19.659     -0.036     -0.250      0.322
63.49     -0.614     65.664     39.781      0.123     -0.095      0.388
13.74     27.397    -22.544      1.110      0.276      0.247      0.449
96.02     -0.949     -0.046     33.444     -0.115     -0.076      0.502
52.67    -20.283     -6.248     -5.651      0.665     -0.052     -0.046
32.13     46.406     -4.907     49.333     -0.158      0.379     -0.088
44.71     31.480     -2.164     -9.926     -0.043      0.700      0.773
33.68     -1.279     46.407     53.828     -0.277     -0.042      0.456
95.31     -0.738    -12.887     -4.673     -0.097     -0.112     -0.219
31.45    -17.496    -16.657     -0.186      0.064     -0.098     -0.279
75.86     -6.542     22.099     68.002      0.163      0.357     -0.215
16.77     -8.027    -24.476     -8.270      0.509      0.005     -0.312
78.38     35.652     54.401     60.066      0.419     -0.078     -0.240
 8.73    -24.746     -2.274    -26.946     -0.081      0.569      0.141
16.64     73.092     -1.110     37.703      0.280     -0.074      0.341
32.20     76.596     14.194     57.635     -0.306     -0.000     -0.101
54.47     -5.548    -11.260    -25.659     -0.295     -0.260      0.035
87.76    -16.638     56.390     -6.212     -0.047     -0.112     -0.359
58.55    -12.876     -3.236     52.771     -0.193      0.510      0.581
22.98     30.759     27.460     52.388     -0.221      0.138     -0.300
 7.09     51.674     -8.023      8.611     -0.038     -0.148      0.121
 2.21     -0.543     23.126     -1.502     -0.030     -0.028      0.501
24.91     12.751     -1.486     -6.677      0.650     -0.045      0.242
 5.94    -13.633     -5.906     16.601      0.029      0.180     -0.030
42.86     59.404     -1.737     -3.153      0.839     -0.114      0.480
 7.51     -1.373     51.946     -9.934     -0.054      0.264     -0.185
 6.63      8.536     -0.556      9.420     -0.201      0.104      0.429
63.27     46.715     73.341     -5.513     -0.262     -0.094     -0.004
21.78     52.148     -5.274    -16.963     -0.023     -0.332     -0.271
86.04     -3.514     -2.403     85.700      0.009     -0.264      0.050
 0.47     29.986     -9.087    -12.805      0.179     -0.003      0.221
61.89     68.634    -13.725     -5.105     -0.044     -0.011     -0.119
45.43    -38.095    -25.838     -6.412      0.193      0.456     -0.045
 2.01    -12.867     65.120    -14.553      0.302      0.118     -0.078
64.54     51.622     -2.368     13.113      0.788      0.300     -0.003
93.48    -11.699     -3.318     41.712      0.033     -0.278      0.545
96.45     47.850     13.722    -10.821     -0.173      0.077      0.169
73.08      9.916     -7.598     12.957      0.423     -0.202     -0.005
17.34     31.028     18.780     -0.486     -0.076      0.471      0.286
 4.91     41.033     -4.669    -18.663     -0.001      0.213      0.184
16.07     -9.379     63.589     -3.116     -0.065      0.728      0.620
 3.77     18.993     32.712    -28.981      0.433     -0.009      0.099
73.70     -2.146     -2.397     13.207     -0.137     -0.059      0.057
94.42    -20.592     -0.411    -45.287     -0.337     -0.044      0.497
69.11     -1.415     -4.856    -14.220     -0.012      0.168     -0.372
21.65     37.905     12.443     52.512     -0.002     -0.012      0.366
69.01      6.490     -0.114    -27.213     -0.045      0.275     -0.105
60.45     53.218    -15.374      5.619     -0.027     -0.022      0.336
63.87     41.433     -0.306     -4.404      0.588      0.141     -0.070
82.67      9.459     19.399     -1.815      0.426     -0.284      0.370
71.12     22.399     -7.691     73.070     -0.105      0.656      0.632
32.78     -7.930    -16.560     37.473      0.015     -0.004     -0.136
62.27     45.167      9.147     68.097      0.521     -0.014     -0.016
76.86     -4.350     73.879    -19.354     -0.115     -0.237     -0.245
35.57     -1.444     -5.427     28.403     -0.358     -0.109     -0.026
 7.00     53.348    -26.245      9.509      0.750     -0.059     -0.059
 4.02    -28.416     -7.173    -13.178     -0.144     -0.036      0.463
44.73    -29.871    -33.180     40.557     -0.092      0.433      0.410
99.26     32.241    -16.713     -0.206      0.194     -0.334     -0.060
83.57    -31.010     28.130     -2.238      0.160     -0.094     -0.123
 6.15     53.395      0.007     -9.386     -0.035      0.546      0.121
 4.89     -0.457     -3.933     56.857     -0.033     -0.095      0.672
50.28    -23.830      6.448     -0.293     -0.017      0.354     -0.275
60.39     20.613      7.800     -5.572     -0.074     -0.028      0.015
59.56     -0.690     76.273     -3.801      0.793     -0.231      0.395
28.16    -39.429    -17.280      7.497     -0.031      0.685     -0.206
13.96    -24.329    -19.401     17.357     -0.099      0.529      0.176
19.50     54.084      6.093    -19.372      0.260     -0.094      0.116
33.08    -13.352    -29.060     -9.354     -0.173      0.294     -0.002
29.84     85.977     27.873     -7.566     -0.086     -0.277      0.535
76.14     11.702     17.201    -19.361     -0.154      0.291      0.199
 2.93     21.734     -1.361    -37.962     -0.025     -0.016     -0.054
11.72     37.510     66.640     -0.932      0.687      0.366      0.189
97.64    -14.998     -2.570    -10.505     -0.079      0.242      0.373
96.96     58.151    -14.405     -0.362      0.318      0.090     -0.007
97.37      6.929     -9.563     -1.896      0.501      0.727     -0.238
21.69     54.802    -17.792     44.162     -0.480      0.084     -0.003
 5.67     -8.456    -30.364     17.110     -0.123     -0.057      0.480
36.80     13.969     50.403     -7.526      0.463     -0.047      0.084
74.66     58.545      1.692      3.816      0.151      0.394     -0.124
10.24     60.941     40.641     54.844     -0.335      0.316      0.720
41.42     -2.307    -21.897    -13.163      0.060     -0.013     -0.057
32.36     36.536     -3.453    -47.547     -0.017     -0.100     -0.011
31.86     23.905     -5.596    -25.048      0.187      0.896     -0.016
74.39     23.416     -0.262     -3.273      0.384      0.484     -0.115
98.67    -21.283     -2.626     10.034      0.009     -0.070     -0.057
 1.08    -11.326     57.339     68.536     -0.020     -0.252     -0.086
 2.08     16.768     60.364     68.468     -0.074      0.260     -0.104
 8.14      5.142     47.427     19.979      0.333     -0.065     -0.018
16.25     -9.653     -0.014     21.340     -0.042     -0.167     -0.188
 3.46     -1.263     66.471    -27.637      0.260      0.249      0.139
 3.11     -2.088     21.402     -0.944      0.451      0.185      0.187
25.53    -22.223     -3.669     79.048     -0.018      0.404     -0.249
 8.17     23.197     73.920    -44.566     -0.001      0.431     -0.069
35.01     21.702     82.216      0.941      0.369     -0.245     -0.025
73.64     84.137     27.370      4.139     -0.132      0.381      0.585
 1.97     21.956    -25.484    -28.955     -0.019     -0.202     -0.187
78.74     25.382     27.906     60.521     -0.031     -0.014      0.236
53.53     66.700    -29.846    -32.227      0.417      0.682      0.280
37.08     -8.699     20.149     -1.920     -0.028     -0.117     -0.012
27.31     12.841     32.730     36.896     -0.327      0.651     -0.047
59.84     34.156     75.422    -10.404     -0.014      0.502     -0.057
 1.64     51.710     25.416     -3.490      0.856      0.022     -0.011
69.16    -28.836    -26.893    -18.799     -0.062     -0.171      0.194
 9.81     -1.545     -1.569    -15.393     -0.302      0.282      0.435
65.16     28.769    -26.609    -32.796     -0.442      0.505      0.017
76.81     33.421     69.947     10.435      0.737      0.536      0.365
 8.82     -6.289    -14.069     -5.800      0.521      0.215     -0.214
49.55     -1.580     38.209     -8.042     -0.285     -0.453      0.559
58.32     68.474     -8.566    -30.119     -0.032     -0.149      0.417
86.41    -46.119     -4.810     -2.375     -0.031     -0.176      0.539
29.88     13.374    -38.649     28.763     -0.006      0.211     -0.005
57.00     -2.275    -11.244     -3.882      0.506     -0.021      0.177
34.76     14.490     -6.758     53.606      0.496     -0.077     -0.119
25.79     -4.476      3.508     -6.954      0.563     -0.011     -0.234
60.03    -22.707     67.684     10.413      0.260     -0.004     -0.223
 1.25     -3.842    -10.545    -44.687      0.367      0.356     -0.046
83.78    -26.400     16.683     43.568      0.394      0.183      0.483
 6.47     27.760     -5.858    -20.440     -0.394     -0.024     -0.060
83.45     32.322     -0.126     -1.043     -0.045      0.050     -0.011
58.84     89.249     91.458     20.584      0.224     -0.163      0.593
63.36     18.616     -1.081     -4.780     -0.093     -0.019     -0.003
13.82     28.456     -5.121    -14.160     -0.045     -0.069     -0.011
80.00     -8.012     78.911    -22.403     -0.193     -0.292      0.303
89.33     -0.687      3.107     -0.982      0.066      0.060      0.569
83.13     -2.792    -17.420     21.666     -0.144      0.514     -0.103
 9.67    -39.482     94.345     16.095      0.065      0.353     -0.076
91.10     33.507    -15.801     55.802     -0.043      0.260     -0.005
81.23    -22.057     -6.371     37.572      0.802      0.228     -0.030
 6.42     14.964     85.546     -1.643     -0.157      0.307     -0.284
12.32     -1.415    -21.228     -1.335     -0.092     -0.026     -0.011
11.22    -17.397     76.976    -30.644     -0.401      0.022      0.118
68.53    -22.777     89.905      7.186      0.013     -0.092     -0.010
63.03     11.924     41.710    -37.487     -0.099      0.971      0.531
41.71     88.814     -6.808     -1.911     -0.334     -0.290     -0.146
68.81     -5.895     12.467     14.554     -0.067      0.308     -0.136
23.61    -11.472     10.063     -1.702     -0.108      0.038      0.316
77.50     -1.890     37.215    -25.581     -0.049     -0.155      0.764
26.73     25.479     58.913     10.429      0.544      0.265      0.769
38.82     44.143      6.071     -1.592      0.511     -0.061     -0.002
45.35    -23.781     -6.035     -8.787      0.796      0.603      0.048
34.34    -21.843     16.655     17.458      0.914      0.324     -0.091
60.67    -20.647     10.936     -2.560      0.002     -0.112      0.801
18.84    -22.671     64.701     43.611      0.002     -0.011      0.364
86.87     -4.961    -30.231     -1.589      0.377      0.406     -0.101
15.92    -26.873    -16.630     -8.984      0.160     -0.003     -0.008
24.20     56.339    -23.683    -11.654      0.539      0.662      0.519
38.93      5.068      5.238     30.548     -0.413     -0.093     -0.358
98.78     -2.905     -2.277     70.312     -0.002     -0.287      0.589
64.39     27.083      0.586     -0.252      0.415      0.573     -0.068
70.30    -14.749      5.704     50.004      0.465     -0.073      0.082
93.50     77.296     -1.591     -0.730     -0.264     -0.126      0.082
19.23     -3.132     38.157     47.462     -0.120     -0.024     -0.168
70.54     45.904     23.308     25.419     -0.041     -0.014     -0.064
57.04     -3.290    -28.605     49.002     -0.083      0.253      0.071
22.64     11.655      2.723    -17.028      0.522     -0.350      0.465
89.51    -16.016     22.691     -6.165     -0.143      0.024     -0.004
71.34    -22.688     -4.634    -40.888      0.919      0.253      0.548
44.74     40.004     72.952     45.158     -0.176     -0.102     -0.091
46.19    -28.093     -1.126     82.985     -0.023     -0.242     -0.297
49.90     13.278      2.335    -16.287     -0.045      0.343     -0.105
80.79    -10.504    -17.534     -9.640      0.604     -0.197      0.764
24.68     -7.075     -1.369     -2.673      0.767     -0.123      0.307
18.07     24.360     -5.891    -14.065      0.691      0.344     -0.212
27.86     48.842    -16.534    -18.259      0.236      0.179      0.462
89.06    -24.978     -6.696    -26.956     -0.102      0.200      0.271
89.26    -17.871     -2.746    -43.326     -0.104      0.349     -0.150
79.61    -21.365     55.018     -8.735     -0.019     -0.061      0.373
63.65     51.467     31.803     51.539     -0.212     -0.158      0.044
84.19    -40.367     -0.300     -2.155     -0.057      0.626      0.252
39.76     15.665    -38.256     14.050      0.026     -0.114     -0.372
65.71     -8.603     22.670     19.857      0.744     -0.061      0.074
32.82     61.645      1.949     18.242      0.305      0.826      0.487
13.86     -0.533     -6.451     -2.464      0.398     -0.054      0.614
43.27     -5.757     40.390     -0.456      0.541      0.347     -0.059
19.13     17.277     -0.887     21.968     -0.312     -0.015      0.088
28.81     48.759    -15.886     79.329     -0.370      0.105      0.515
82.43     15.446     39.441    -31.909      0.428      0.236     -0.245
46.20     -0.087    -29.144     21.961     -0.089      0.148      0.030
92.72     -6.642     18.083    -20.374      0.182      0.316     -0.128
69.86     -9.544    -13.289     -6.353     -0.011     -0.074      0.694
94.89     -8.892     -0.591     -5.246      0.092      0.332     -0.263
59.45     -1.587     -9.648     16.803      0.403     -0.042     -0.206
87.49     60.769     -2.345     -4.076      0.668     -0.065     -0.011
60.06    -11.636    -19.579     -7.208      0.046     -0.034      0.096
22.28     51.807    -24.149     75.220     -0.104     -0.124      0.252
49.20     65.720    -12.981     40.629     -0.057     -0.186      0.157
74.73     40.536    -16.386     29.651      0.123      0.530     -0.016
 7.44     39.907     -6.395     46.191     -0.054      0.332     -0.059
46.43     16.239     24.005     51.497      0.440      0.035      0.336
33.97     39.420     -6.697     48.506     -0.174      0.621     -0.097
56.56    -18.653     -2.439     53.586     -0.027      0.566     -0.081
90.30     66.610     -4.397    -33.361      0.390     -0.005      0.228
51.81     30.266     -7.748      8.543      0.453     -0.368     -0.073
94.02    -12.616     63.204    -26.478      0.315      0.530     -0.109
67.13      5.126     27.222    -44.203      0.798      0.682      0.086
54.88    -12.997     31.338    -24.888     -0.071      0.059      0.785
80.77     -4.392    -29.876     56.286     -0.162     -0.081     -0.212
62.57     -3.453     -6.018    -14.841     -0.270     -0.221      0.486
60.89     23.715     36.894     -9.380      0.794     -0.423      0.583
59.88     43.117     52.732     12.121     -0.096      0.041     -0.086
88.92    -29.018    -23.124     26.230     -0.148     -0.401     -0.202
47.53     31.309     38.352     68.086      0.154     -0.153     -0.146
55.95     -1.121     81.522    -25.892      0.115      0.166     -0.349
24.02     -5.083     58.955     -0.911      0.703      0.621      0.283
18.18    -37.660     29.169     37.675      0.342     -0.038      0.276
 1.49     44.883     -0.659     12.612     -0.415      0.143      0.077
43.67     38.271     69.864     -3.929     -0.342     -0.224      0.150
88.86     71.132    -19.516    -11.264     -0.435     -0.045     -0.031
35.26     16.915     -0.015     31.384     -0.024     -0.115      0.606
52.79     -0.198     55.386    -38.619      0.108      0.727      0.243
46.79      9.398    -14.316     17.489      0.250      0.574      0.226
20.16    -17.499     14.003     -7.823      0.067      0.740     -0.088
41.59     47.703     -4.327     53.781     -0.007     -0.042      0.077
89.67    -23.043     -0.047     45.987      0.370     -0.278     -0.083
18.52     15.323     41.739    -32.225     -0.052     -0.111     -0.238
42.67     -6.351     -7.769     33.820      0.585      0.609      0.101
57.18     62.799     21.750     -9.437      0.371     -0.174     -0.050
77.95     83.327     -3.480     36.974      0.241      0.460     -0.042
69.95     71.202     34.190     72.379     -0.240     -0.364     -0.214
95.58    -15.216    -30.539      2.896     -0.008      0.506      0.013
90.04     -1.864      5.380     16.293      0.739     -0.125      0.229
43.63     43.082    -26.638     -3.513      0.783      0.754      0.714
33.80     35.233     43.733     23.252      0.091      0.848     -0.026
28.23     66.416     -3.166     15.670      0.760      0.347      0.175
26.13     12.640    -14.339      9.790      0.629     -0.250      0.298
42.49     37.748      7.475    -29.312     -0.034      0.744     -0.289
 0.48    -45.153     20.163    -26.174      0.036     -0.367     -0.152
28.70     32.520     46.437      2.312     -0.194     -0.355     -0.028
11.12     40.511     85.362    -35.017      0.118     -0.151      0.785
69.53     44.580    -31.739     -5.218      0.062      0.558     -0.193
46.96     -3.962     62.244     -1.461      0.375     -0.029     -0.106
51.83    -17.969     -6.398     63.706     -0.387     -0.308      0.463
 3.56     17.213    -11.044     -4.354     -0.027      0.391     -0.043
38.21     53.139    -18.056     -5.543      0.980      0.597      0.041
89.19    -11.926    -12.423    -10.122     -0.106      0.494     -0.053
12.27     35.221      0.231     79.622     -0.106     -0.002     -0.006
65.10    -19.345      0.165     43.174     -0.017     -0.057      0.319
80.60    -30.282     21.117     15.280      0.548      0.112     -0.263
47.71      8.330     -2.692     -1.362     -0.290      0.711     -0.004
28.35     42.047    -15.571     -3.162     -0.025     -0.081      0.358
18.51     -0.989    -22.837     -0.399      0.079     -0.032      0.396
96.90     38.805     -8.577     23.160      0.360     -0.042      0.420
48.89     -4.857    -17.376     91.180     -0.287      0.321     -0.246
61.96     90.800     84.398     50.421      0.453      0.479     -0.022
22.71     29.266    -32.426    -25.724     -0.194      0.331      0.598
35.80     -0.652     25.308     76.129     -0.106      0.449      0.031
96.28     -8.625     10.650    -46.065      0.350     -0.021     -0.040
28.62     69.089     -9.804     42.085     -0.269      0.182      0.001
 3.59     55.462     55.221     49.785     -0.253      0.389      0.336
66.44    -38.698     45.562    -15.866      0.398      0.544     -0.050
52.36     -0.236      9.624     46.830     -0.034     -0.098      0.809
90.42    -13.000     26.208     40.548      0.666      0.278      0.055
 4.93    -11.708     32.805     26.147     -0.223     -0.046     -0.076
27.65     -4.004     24.261     61.118      0.460      0.582     -0.116
68.30     -3.857     -5.850    -15.244     -0.265     -0.142     -0.042
 8.46     -3.103     -0.987    -10.331     -0.013     -0.114      0.026
78.69     -0.989    -30.801    -13.615      0.540      0.585      0.331
21.48     -3.009    -23.849     -5.991      0.092     -0.208      0.767
83.32     -4.777      8.437     -5.260      0.097     -0.020      0.092
14.18     19.921     -6.758     -0.893     -0.050     -0.222     -0.147
50.46     66.674     -6.114    -15.063     -0.185      0.025      0.641
96.75    -12.016    -19.229     22.733     -0.309     -0.278      0.826
58.44     -0.648     -9.752     -4.148     -0.156     -0.037      0.818
98.34     49.441     82.677    -32.420     -0.323     -0.162     -0.388
57.38     -7.093     21.126    -28.948      0.165      0.422     -0.315
85.03    -28.703    -29.916      2.620      0.415      0.544     -0.040
61.91     62.964     17.469     37.066     -0.161     -0.008      0.588
59.57     29.300     73.135     -8.359      0.095      0.353      0.600
97.01     28.752     11.079     43.623     -0.206     -0.070     -0.461
66.89    -29.079    -28.199     -6.658     -0.142      0.222      0.402
91.98     67.369    -10.172     -0.156     -0.012     -0.226      0.242
71.23     -1.183     57.363    -12.401      0.021     -0.022     -0.054
75.18     -1.211     13.121     -7.715     -0.007      0.154     -0.134
85.11     24.179     -9.837     57.765      0.127     -0.244     -0.321
37.26    -24.501     62.387     -2.422     -0.268      0.615     -0.211
67.89     37.359     48.466     26.040      0.127     -0.068     -0.003
59.65     15.987    -14.836    -23.948      0.399      0.236      0.487
74.13     -8.858     34.226     -6.143     -0.170     -0.174      0.215
19.19      2.059      4.580     -8.712      0.361      0.278      0.509
47.24      3.034    -14.041     -9.948     -0.155      0.121     -0.262
66.66      0.234     49.949    -13.256      0.006      0.415      0.126
65.84     58.039     74.676    -17.211     -0.218      0.706      0.092
 4.46     -1.302     39.109     -7.621      0.055      0.351     -0.006
42.44     -5.481     91.307    -24.188      0.708      0.426      0.339
19.80      0.894     -9.835      2.562      0.679      0.302     -0.084
 7.31     68.997     58.508    -14.467     -0.069      0.014     -0.062
70.94     57.602    -12.882     73.338      0.249      0.192      0.296
40.56     31.671    -12.436     48.325     -0.383     -0.004      0.069
26.10     -0.046    -13.369    -29.059     -0.023     -0.124     -0.158
59.91     -7.155    -11.421     -3.487     -0.019     -0.171     -0.051
69.62     -0.055    -11.285    -32.963      0.098     -0.200      0.610
82.37     -2.031    -18.472     -4.441     -0.273     -0.236      0.216
52.24     22.206    -35.535     43.022     -0.065      0.252     -0.289
47.00     25.664     66.174     -8.847     -0.104     -0.289      0.196
80.79    -14.387     -0.216    -23.216      0.389      0.217     -0.047
48.53     -6.515     15.933     26.132      0.199     -0.204     -0.136
12.48    -14.025     -3.375     33.001     -0.056     -0.022     -0.303
50.11     -1.557     67.634     67.748      0.612     -0.086     -0.003
 3.53    -10.929     27.797    -18.508     -0.023      0.291     -0.211
71.53     40.649     62.546    -33.056      0.260      0.580      0.804
41.66    -12.556      7.689     -5.488      0.194     -0.223      0.178
11.67     69.305     45.276     45.319      0.103      0.899     -0.081
67.40     39.069     -7.270      9.855     -0.325     -0.362      0.541
59.64     -5.337    -35.406     16.541     -0.257      0.385     -0.037
94.71     39.622      0.124     59.663      0.632     -0.261      0.778
47.54     -0.776     -4.778     -4.577      0.143     -0.119      0.521
97.51     84.558     -5.401     60.561     -0.088     -0.180     -0.232
80.83    -10.199     -7.418     42.543     -0.078      0.061      0.725
14.57     52.929     19.818    -11.737      0.160      0.706      0.344
70.61     12.632     33.612     50.744      0.161      0.295     -0.400
71.32      9.466     -5.130     17.122      0.318      0.156      0.760
92.88    -11.776     52.090     -2.440     -0.002      0.717     -0.134
85.84     -5.199      5.246     54.659     -0.134     -0.114     -0.141
55.21     44.200     63.082     -2.905      0.080      0.404     -0.100
65.91     -1.342     -4.727    -13.387     -0.010      0.518      0.585
93.92     27.508    -18.030    -22.665      0.302      0.685     -0.045
74.96     62.625      5.437      2.515     -0.079     -0.025     -0.047
69.73     42.990    -12.939    -28.566      0.405      0.713     -0.332
59.87     60.818     -0.315    -43.061      0.095     -0.061     -0.046
66.58     -1.051     31.028     54.566     -0.010     -0.058     -0.139
25.29    -20.143     34.435    -29.500     -0.019     -0.202      0.400
22.96      8.213     33.977     -1.436      0.458      0.577     -0.028
60.23    -15.903     -3.335     70.964      0.830     -0.001     -0.094
